metric,iteration,n,mean_K0,mean_K5,se_K0,se_K5,mean_delta,dz,ci_lo,ci_hi,p,p_holm,sig,lower_better
conv_len,10,96,20.385416666666668,28.697916666666668,0.9124347839788989,1.3983166408210541,-8.3125,-0.5478515111375081,-11.27109375,-5.34322916666667,1.5268385509654295e-06,1.5268385509654297e-05,***,False
n_th_turns,0,96,14.333333333333334,15.302083333333334,0.7524327018147431,0.8041994755147063,-0.96875,-0.09162914304045529,-3.0005208333333333,1.1041666666666667,0.3124928170127972,1.0,,False
n_th_turns,1,96,13.010416666666666,13.239583333333334,0.7899443117817702,0.7817469179897991,-0.22916666666666666,-0.02290827854772424,-2.1979166666666665,1.78125,0.9502489295053203,1.0,,False
n_th_turns,2,96,13.916666666666666,13.395833333333334,0.7070550902049964,0.6635033227925278,0.5208333333333334,0.058470082642953204,-1.2083333333333333,2.3020833333333335,0.5162085528883795,1.0,,False
n_th_turns,3,96,12.010416666666666,12.8125,0.7321703485017311,0.7048255507695106,-0.8020833333333334,-0.084255623715004,-2.6252604166666664,1.0104166666666667,0.481521569310737,1.0,,False
n_th_turns,4,96,11.947916666666666,11.458333333333334,0.6460693895142003,0.6600964620275485,0.4895833333333333,0.059142309642525356,-1.08359375,2.1044270833333316,0.42085892669113323,1.0,,False
n_th_turns,5,96,11.604166666666666,11.895833333333334,0.6218744949158959,0.5924375691934238,-0.2916666666666667,-0.03766777473322311,-1.8541666666666667,1.3020833333333333,0.8280542577610811,1.0,,False
n_th_turns,6,96,10.885416666666666,12.677083333333334,0.5512883219894906,0.6086897763118334,-1.7916666666666667,-0.27963787485686026,-3.0,-0.6041666666666666,0.006589238115193094,0.05271390492154475,,False
n_th_turns,7,96,11.385416666666666,11.677083333333334,0.6117220787917391,0.5791506923835145,-0.2916666666666667,-0.03966825899646045,-1.77109375,1.1666666666666667,0.5811963502517475,1.0,,False
n_th_turns,8,96,10.40625,12.84375,0.5257780627526503,0.598486417827975,-2.4375,-0.35292257964946994,-3.80234375,-1.0520833333333333,7.709173932730608e-05,0.0006938256539457547,***,False
n_th_turns,9,96,9.645833333333334,13.770833333333334,0.4185865854660942,0.6738341404458589,-4.125,-0.6087206509931783,-5.520833333333333,-2.7914062500000014,1.4129636487886293e-07,1.5542600136674922e-06,***,False
n_th_turns,10,96,10.229166666666666,14.385416666666666,0.45846788296193924,0.6990547803225531,-4.15625,-0.5481021795763215,-5.625260416666666,-2.6557291666666694,1.4559734365811884e-06,1.4559734365811883e-05,***,False
mean_turn_len,0,96,300.56812126534805,274.88411156680417,15.11182713951819,16.444139027099926,25.68400969854389,0.1181541670446393,-15.409914815599763,68.95739599334766,0.07708951723980925,0.1541790344796185,,False
mean_turn_len,1,96,285.07421790233906,288.915585929268,14.447856963783087,14.240530278822309,-3.8413680269289565,-0.02022635423265789,-41.674994165250595,33.041353678073335,0.8232905657294747,0.8232905657294747,,False
mean_turn_len,2,96,310.381882521004,366.0305408315831,15.731991336119687,19.404085065792614,-55.648658310579016,-0.2302097338687881,-104.03664984160022,-8.238091573414852,0.03981627821107986,0.11944883463323958,,False
mean_turn_len,3,96,352.74811521519155,421.12868689723837,17.00511885588311,19.394188911735963,-68.38057168204678,-0.26720512012276165,-120.69445706988354,-16.044908896465724,0.009397931269172825,0.04698965634586412,*,False
mean_turn_len,4,96,394.5135571011877,482.7459789212767,18.47218869334621,20.540463188839976,-88.23242182008896,-0.33920204723867137,-139.87080077300567,-36.138473759548596,0.00033435233330340896,0.002340466333123863,**,False
