arm,final_iteration,conv_len_base,conv_len_final,conv_len_change,n_th_turns_base,n_th_turns_final,n_th_turns_change,mean_turn_len_base,mean_turn_len_final,mean_turn_len_change
PTO_LA0,10,28.385416666666668,20.385416666666668,-8.0,14.333333333333334,10.229166666666666,-4.104166666666668,300.56812126534805,686.2022435826647,385.6341223173166
PTO_LA5,10,30.489583333333332,28.697916666666668,-1.7916666666666643,15.302083333333334,14.385416666666666,-0.9166666666666679,274.88411156680417,810.8754777003027,535.9913661334986
GRPO_LA0,10,28.770833333333332,25.197916666666668,-3.5729166666666643,14.46875,12.75,-1.71875,266.2962828046472,895.711178711128,629.4148959064808
GRPO_LA5,5,28.291666666666668,22.572916666666668,-5.71875,14.239583333333334,11.3125,-2.927083333333334,279.0363477452129,668.342794652524,389.30644690731117
