arm,method,K,last_iter,n_iters,gen_h,build_h,train_h,total_gpu_h,median_step_s,n_imputed,train_source,gpu_h_per_iter,total_gpu_h_floor,build_share,train_share
GRPO_LA0,GRPO,0,10,10,1.2138797223567963,0.0,26.692004305587876,27.90588402794467,78.90199995040894,3,completions,2.7905884027944667,28.766078443990814,0.0,0.9565009400475818
GRPO_LA5,GRPO,5,5,5,0.42237944444020586,0.0,26.6557241666317,27.078103611071903,155.78800010681152,2,completions,5.41562072221438,27.414878704614107,0.0,0.9844014392400989
PTO_LA0,PTO,0,10,10,1.3228188888894188,5.6693108333481685,1.1268822421630225,8.11901196440061,6.756958603858948,1,tb_wall_time,0.811901196440061,9.220688543981977,0.6982759550307804,0.13879548978423203
PTO_LA5,PTO,5,10,10,1.3700183333953222,16.797492222189902,1.5135844420724445,19.68109499765767,6.8940911293029785,2,tb_wall_time,1.968109499765767,21.08259178366926,0.8534836209158607,0.07690549952899381
