contrast,judge,metric,channel,direction,iter_a,iter_b,cum_gpu_h_a,cum_gpu_h_b,budget_ratio,iso_ok,model_a,model_b,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm,delta_K0_minus_K5,dz_K0_minus_K5
PTO_K,claude-haiku-4-5,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,10,10,19.68,8.12,0.413,False,PTOExp3_LA5_I10,PTOExp3_LA0_I10,96,0.05755140698088101,0.2169446967913378,0.005016793260909707,0.10823405147539344,0.023443951952176505,0.04688790390435301,-0.05755140698088101,-0.2169446967913378
PTO_K,claude-haiku-4-5,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,10,10,19.68,8.12,0.413,False,PTOExp3_LA5_I10,PTOExp3_LA0_I10,96,-0.53125,-0.09859865624439658,-1.6356770833333334,0.5419270833333318,0.16736158599432527,0.16736158599432527,0.53125,0.09859865624439658
PTO_K,claude-haiku-4-5,B6_AF,Affirmations (MITI),higher=more MI-consistent,10,10,19.68,8.12,0.413,False,PTOExp3_LA5_I10,PTOExp3_LA0_I10,96,-1.0,-0.4849211429206662,-1.4270833333333333,-0.6041666666666666,3.6928033203171433e-06,1.107840996095143e-05,1.0,0.4849211429206662
PTO_K,claude-haiku-4-5,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,10,10,19.68,8.12,0.413,False,PTOExp3_LA5_I10,PTOExp3_LA0_I10,96,-0.1013180664740746,-0.694253009745801,-0.1305828575767019,-0.07315898734138382,1.1926489237840806e-09,8.348542466488563e-09,0.1013180664740746,0.694253009745801
GRPO_K,claude-haiku-4-5,MICI_OverPraise,Over-praise / session (MICI),lower=better,1,3,7.8,8.21,1.053,True,GRPOExp3_LA5_I1,GRPOExp3_LA0_I3,96,-0.3541666666666667,-0.3262430542636556,-0.5833333333333334,-0.13541666666666666,5.610116112663967e-05,0.00044880928901311736,0.3541666666666667,0.3262430542636556
GRPO_K,claude-haiku-4-5,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,1,3,7.8,8.21,1.053,True,GRPOExp3_LA5_I1,GRPOExp3_LA0_I3,96,-0.028560858435883674,-0.42122240609518213,-0.043082878545787046,-0.01500632200478007,6.62326980977328e-05,0.00046362888668412966,0.028560858435883674,0.42122240609518213
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,1,3,7.8,8.21,1.053,True,GRPOExp3_LA5_I1,GRPOExp3_LA0_I3,96,-1.4583333333333333,-0.4131172438298372,-2.1666666666666665,-0.71875,1.1889564959642698e-05,0.00010700608463678429,1.4583333333333333,0.4131172438298372
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,1,3,7.8,8.21,1.053,True,GRPOExp3_LA5_I1,GRPOExp3_LA0_I3,96,-0.09898747401029422,-0.3763591479273473,-0.1520209283862561,-0.04636390865239858,6.650027067064626e-05,0.00046362888668412966,0.09898747401029422,0.3763591479273473
GRPO_K,claude-haiku-4-5,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,1,3,7.8,8.21,1.053,True,GRPOExp3_LA5_I1,GRPOExp3_LA0_I3,96,-0.5625,-0.09947575641407147,-1.6770833333333333,0.6046874999999972,0.02340294375725022,0.07020883127175066,0.5625,0.09947575641407147
GRPO_K,claude-haiku-4-5,B6_AF,Affirmations (MITI),higher=more MI-consistent,1,3,7.8,8.21,1.053,True,GRPOExp3_LA5_I1,GRPOExp3_LA0_I3,96,-0.28125,-0.15584389453129224,-0.59375,0.11458333333333333,0.0008637786083010981,0.0034551144332043925,0.28125,0.15584389453129224
GRPO_K,claude-haiku-4-5,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,1,3,7.8,8.21,1.053,True,GRPOExp3_LA5_I1,GRPOExp3_LA0_I3,96,-0.025321752421284233,-0.2661633249649351,-0.04250106738553514,-0.004834876084706786,0.0002328305948445823,0.0011641529742229114,0.025321752421284233,0.2661633249649351
GRPO_K,claude-haiku-4-5,MICI_OverPraise,Over-praise / session (MICI),lower=better,2,5,13.27,13.71,1.033,True,GRPOExp3_LA5_I2,GRPOExp3_LA0_I5,96,-1.5,-0.772701131813682,-1.8958333333333333,-1.125,9.745167558684348e-11,6.821617291079043e-10,1.5,0.772701131813682
GRPO_K,claude-haiku-4-5,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,2,5,13.27,13.71,1.033,True,GRPOExp3_LA5_I2,GRPOExp3_LA0_I5,96,-0.10798656644784362,-0.8654305465564834,-0.1333302895273004,-0.08340812398463558,7.332404604037204e-11,5.865923683229764e-10,0.10798656644784362,0.8654305465564834
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,2,5,13.27,13.71,1.033,True,GRPOExp3_LA5_I2,GRPOExp3_LA0_I5,96,-2.9479166666666665,-0.7042126984947745,-3.78125,-2.1145833333333335,2.3564436354075465e-09,1.413866181244528e-08,2.9479166666666665,0.7042126984947745
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,2,5,13.27,13.71,1.033,True,GRPOExp3_LA5_I2,GRPOExp3_LA0_I5,96,-0.2099454207633724,-1.0504254481560324,-0.249770786220087,-0.1710113775821841,3.061071502507885e-13,2.7549643522570967e-12,0.2099454207633724,1.0504254481560324
GRPO_K,claude-haiku-4-5,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,2,5,13.27,13.71,1.033,True,GRPOExp3_LA5_I2,GRPOExp3_LA0_I5,96,-3.7395833333333335,-0.612566662561646,-5.010416666666667,-2.5205729166666684,3.456509983431557e-08,1.3826039933726227e-07,3.7395833333333335,0.612566662561646
GRPO_K,claude-haiku-4-5,B6_AF,Affirmations (MITI),higher=more MI-consistent,2,5,13.27,13.71,1.033,True,GRPOExp3_LA5_I2,GRPOExp3_LA0_I5,96,-0.19791666666666666,-0.16347931641522312,-0.4375,0.0625,0.11749458172098844,0.3524837451629653,0.19791666666666666,0.16347931641522312
GRPO_K,claude-haiku-4-5,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,2,5,13.27,13.71,1.033,True,GRPOExp3_LA5_I2,GRPOExp3_LA0_I5,96,-0.004278750020332839,-0.05727211810288025,-0.018800122450505188,0.010500483328216582,0.49538058723890344,0.9907611744778069,0.004278750020332839,0.05727211810288025
GRPO_K,claude-haiku-4-5,MICI_OverPraise,Over-praise / session (MICI),lower=better,3,7,18.31,19.75,1.078,True,GRPOExp3_LA5_I3,GRPOExp3_LA0_I7,96,-2.3125,-1.0053597660238436,-2.77109375,-1.8645833333333333,1.0108043809362387e-13,8.08643504748991e-13,2.3125,1.0053597660238436
GRPO_K,claude-haiku-4-5,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,3,7,18.31,19.75,1.078,True,GRPOExp3_LA5_I3,GRPOExp3_LA0_I7,96,-0.16890550414524239,-1.238380330195743,-0.19591950902255983,-0.1422853693269794,1.265214496254085e-14,1.1386930466286765e-13,0.16890550414524239,1.238380330195743
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,3,7,18.31,19.75,1.078,True,GRPOExp3_LA5_I3,GRPOExp3_LA0_I7,96,-0.53125,-0.13186567472365535,-1.3541666666666667,0.25,0.4996440422322397,0.9992880844644794,0.53125,0.13186567472365535
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,3,7,18.31,19.75,1.078,True,GRPOExp3_LA5_I3,GRPOExp3_LA0_I7,96,-0.03688872109387362,-0.16124996435095837,-0.08159611000191622,0.007299376832272081,0.17586111451848796,0.5275833435554639,0.03688872109387362,0.16124996435095837
GRPO_K,claude-haiku-4-5,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,3,7,18.31,19.75,1.078,True,GRPOExp3_LA5_I3,GRPOExp3_LA0_I7,96,-1.90625,-0.2813138085789445,-3.28125,-0.5309895833333348,0.03540860869860407,0.1416344347944163,1.90625,0.2813138085789445
GRPO_K,claude-haiku-4-5,B6_AF,Affirmations (MITI),higher=more MI-consistent,3,7,18.31,19.75,1.078,True,GRPOExp3_LA5_I3,GRPOExp3_LA0_I7,96,-0.4479166666666667,-0.28803224580599646,-0.78125,-0.13541666666666666,0.006889540637043989,0.04133724382226393,0.4479166666666667,0.28803224580599646
GRPO_K,claude-haiku-4-5,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,3,7,18.31,19.75,1.078,True,GRPOExp3_LA5_I3,GRPOExp3_LA0_I7,96,-0.024588260321608938,-0.3050061429965112,-0.04082189167131017,-0.008255118831007564,0.012147496804134154,0.06073748402067077,0.024588260321608938,0.3050061429965112
GRPO_K,claude-haiku-4-5,MICI_OverPraise,Over-praise / session (MICI),lower=better,4,8,23.21,22.28,0.96,True,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,96,-5.208333333333333,-1.502308814442049,-5.947916666666667,-4.572656250000001,2.355900309415735e-17,1.884720247532588e-16,5.208333333333333,1.502308814442049
GRPO_K,claude-haiku-4-5,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,4,8,23.21,22.28,0.96,True,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,96,-0.46359218349796866,-2.3328247002968325,-0.5047863075801045,-0.42523922982621526,1.771613766068303e-17,1.5944523894614726e-16,0.46359218349796866,2.3328247002968325
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,4,8,23.21,22.28,0.96,True,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,96,0.6145833333333334,0.22693806055968752,0.09375,1.1666666666666667,0.020417799071063763,0.061253397213191285,-0.6145833333333334,-0.22693806055968752
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,4,8,23.21,22.28,0.96,True,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,96,0.03261135389871804,0.13849302426781743,-0.012023192738135872,0.08055460473370488,0.17662279392244462,0.35324558784488924,-0.03261135389871804,-0.13849302426781743
GRPO_K,claude-haiku-4-5,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,4,8,23.21,22.28,0.96,True,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,96,-3.3333333333333335,-0.6348120516215999,-4.364583333333333,-2.2916666666666665,2.1934890404761896e-08,1.0967445202380948e-07,3.3333333333333335,0.6348120516215999
GRPO_K,claude-haiku-4-5,B6_AF,Affirmations (MITI),higher=more MI-consistent,4,8,23.21,22.28,0.96,True,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,96,-1.1770833333333333,-0.5519914816570812,-1.6145833333333333,-0.7916666666666666,9.73715424302324e-08,3.894861697209296e-07,1.1770833333333333,0.5519914816570812
GRPO_K,claude-haiku-4-5,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,4,8,23.21,22.28,0.96,True,GRPOExp3_LA5_I4,GRPOExp3_LA0_I8,96,-0.088468592907195,-0.74689583076252,-0.11233312784075025,-0.06475318195810473,1.0026729167031236e-09,6.0160375002187416e-09,0.088468592907195,0.74689583076252
GRPO_K,claude-haiku-4-5,MICI_OverPraise,Over-praise / session (MICI),lower=better,5,10,27.08,27.91,1.031,True,GRPOExp3_LA5_I5,GRPOExp3_LA0_I10,96,-9.75,-2.4786074513644114,-10.541666666666666,-8.989583333333334,1.5097249445199413e-17,1.3587524500679472e-16,9.75,2.4786074513644114
GRPO_K,claude-haiku-4-5,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,5,10,27.08,27.91,1.031,True,GRPOExp3_LA5_I5,GRPOExp3_LA0_I10,96,-0.7873717030000997,-4.497642894771752,-0.8218132126057568,-0.7516356990433076,1.5117777968233662e-17,1.3587524500679472e-16,0.7873717030000997,4.497642894771752
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,5,10,27.08,27.91,1.031,True,GRPOExp3_LA5_I5,GRPOExp3_LA0_I10,96,2.8229166666666665,0.9448537732683826,2.2604166666666665,3.3960937499999986,2.5881726569256926e-12,5.176345313851385e-12,-2.8229166666666665,-0.9448537732683826
GRPO_K,claude-haiku-4-5,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,5,10,27.08,27.91,1.031,True,GRPOExp3_LA5_I5,GRPOExp3_LA0_I10,96,0.2886691134671074,1.369743364335397,0.2472803635617884,0.33099479303269164,2.4670531049105104e-15,9.868212419642042e-15,-0.2886691134671074,-1.369743364335397
GRPO_K,claude-haiku-4-5,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,5,10,27.08,27.91,1.031,True,GRPOExp3_LA5_I5,GRPOExp3_LA0_I10,96,-5.864583333333333,-1.1268311725442308,-6.90625,-4.8434895833333345,5.002583791838288e-14,1.5007751375514864e-13,5.864583333333333,1.1268311725442308
GRPO_K,claude-haiku-4-5,B6_AF,Affirmations (MITI),higher=more MI-consistent,5,10,27.08,27.91,1.031,True,GRPOExp3_LA5_I5,GRPOExp3_LA0_I10,96,-5.0625,-1.2691261885881004,-5.885677083333333,-4.333333333333333,1.212064678849493e-16,6.060323394247465e-16,5.0625,1.2691261885881004
GRPO_K,claude-haiku-4-5,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,5,10,27.08,27.91,1.031,True,GRPOExp3_LA5_I5,GRPOExp3_LA0_I10,96,-0.38225992696620886,-1.756424611013152,-0.425398274005606,-0.3405779578093357,4.3753550417985763e-17,3.0627485292590034e-16,0.38225992696620886,1.756424611013152
