contrast,judge,metric,channel,direction,iter_a,iter_b,cum_gpu_h_a,cum_gpu_h_b,budget_ratio,iso_ok,model_a,model_b,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm,delta_K0_minus_K5,dz_K0_minus_K5
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,0.3125,0.12071742964683266,-0.0625,0.90625,0.3634765686922665,1.0,-0.3125,-0.12071742964683266
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,0.014671421584879404,0.12000668948689365,-0.005802758497871452,0.04108430572780296,0.3741384039403156,1.0,-0.014671421584879404,-0.12000668948689365
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,-0.34375,-0.13591754605754536,-0.8645833333333334,0.13541666666666666,0.22143769363161858,1.0,0.34375,0.13591754605754536
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,-0.01982498021342835,-0.10658692904759853,-0.05681587273047944,0.01668685601218127,0.20497502972995507,1.0,0.01982498021342835,0.10658692904759853
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,0.010416666666666666,0.0025550590238469346,-0.7916666666666666,0.8333333333333334,0.5673674175080112,1.0,-0.010416666666666666,-0.0025550590238469346
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,-0.125,-0.11192127281270918,-0.34401041666666665,0.09375,0.24094592283550353,1.0,0.125,0.11192127281270918
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,-0.00731631239274428,-0.09210303152956321,-0.022988469417122907,0.007993665194347268,0.28710797127845267,1.0,0.00731631239274428,0.09210303152956321
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,-1.3645833333333333,-0.07021960909478704,-5.125260416666666,2.344010416666665,0.4205636617524412,1.0,1.3645833333333333,0.07021960909478704
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),1,2,2.17,1.93,0.89,False,PTOExp3_LA5_I1,PTOExp3_LA0_I2,96,-21.466296591736057,-0.1108237614048852,-59.49802645602688,14.92699471639166,0.35679037393343205,1.0,21.466296591736057,0.1108237614048852
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,-0.16666666666666666,-0.1801259425825631,-0.3645833333333333,0.010416666666666666,0.08546393181531266,0.4273196590765633,0.16666666666666666,0.1801259425825631
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,-0.020291464444424968,-0.24909945299643288,-0.037742370248538014,-0.004423878220342045,0.0059886368745015435,0.04790909499601235,0.020291464444424968,0.24909945299643288
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,-0.3020833333333333,-0.13606753124118418,-0.71875,0.16666666666666666,0.13599424728740453,0.5439769891496181,0.3020833333333333,0.13606753124118418
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,-0.04692108313262531,-0.28795617051412153,-0.07775633752624368,-0.013460665248717937,0.012248972248675431,0.08574280574072801,0.04692108313262531,0.28795617051412153
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,-0.3333333333333333,-0.09600074375601164,-1.0104166666666667,0.3854166666666667,0.16181428933992636,0.5439769891496181,0.3333333333333333,0.09600074375601164
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,-0.03125,-0.029458476069470642,-0.23958333333333334,0.17708333333333334,0.7128828623802461,1.0,0.03125,0.029458476069470642
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,-0.0054645589206831465,-0.07273261964673941,-0.020509349030258958,0.009042014478782804,0.5388834996154337,1.0,0.0054645589206831465,0.07273261964673941
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,3.4270833333333335,0.19166968153135303,-0.125,6.958854166666663,0.07100180545399107,0.4260108327239464,-3.4270833333333335,-0.19166968153135303
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),2,5,4.64,4.66,1.004,True,PTOExp3_LA5_I2,PTOExp3_LA0_I5,96,-116.74143311790299,-0.4490012693067123,-165.67526571507483,-63.74690658856975,2.1732071418339434e-05,0.0001955886427650549,116.74143311790299,0.4490012693067123
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,-2.375,-1.137007028081142,-2.8125,-1.9895833333333333,3.522633110976575e-14,2.81810648878126e-13,2.375,1.137007028081142
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,-0.2418974668727958,-1.3332221096210646,-0.27902024158376953,-0.20645406901441027,7.534679679211215e-15,6.781211711290093e-14,0.2418974668727958,1.3332221096210646
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,0.4895833333333333,0.2773640779198624,0.13541666666666666,0.8333333333333334,0.016936539134439745,0.03387307826887949,-0.4895833333333333,-0.2773640779198624
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,0.005034405369872798,0.02615389147897795,-0.032862065764891944,0.042843710304994294,0.8980978874068065,0.8980978874068065,-0.005034405369872798,-0.02615389147897795
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,-1.6354166666666667,-0.480122678641304,-2.3125,-0.9375,2.4502339115362697e-05,9.800935646145079e-05,1.6354166666666667,0.480122678641304
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,-0.8854166666666666,-0.5795459587178867,-1.1875,-0.5833333333333334,6.128826964921549e-07,3.0644134824607747e-06,0.8854166666666666,0.5795459587178867
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,-0.10507575134470155,-0.7923755349943864,-0.1304440535062049,-0.0793410380345762,1.3400980645428124e-09,8.040588387256874e-09,0.10507575134470155,0.7923755349943864
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,6.291666666666667,0.4020908672108863,3.040885416666667,9.219010416666665,8.172779413770373e-05,0.0002451833824131112,-6.291666666666667,-0.4020908672108863
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),3,9,7.25,7.49,1.033,True,PTOExp3_LA5_I3,PTOExp3_LA0_I9,96,-220.58300434843736,-0.882576354791895,-269.9589648607044,-169.69454348213924,8.173918909655869e-11,5.721743236759108e-10,220.58300434843736,0.882576354791895
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,-2.5625,-1.0483225293405711,-3.0625,-2.125,1.501023077243533e-14,1.2008184617948263e-13,2.5625,1.0483225293405711
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,-0.2561076957064388,-1.195543881228159,-0.29872046133503716,-0.21553388325665945,3.34619687640271e-15,3.011577188762439e-14,0.2561076957064388,1.195543881228159
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,0.6666666666666666,0.4019510241936698,0.34375,1.0,0.00023713226236129117,0.0007113967870838735,-0.6666666666666666,-0.4019510241936698
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,0.04695585613869324,0.25628919560582986,0.010847440906539167,0.08313482821704501,0.014424477972803147,0.028848955945606294,-0.04695585613869324,-0.25628919560582986
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,-1.3854166666666667,-0.4268562762781285,-2.0416666666666665,-0.75,8.025051766545064e-05,0.00032100207066180255,1.3854166666666667,0.4268562762781285
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,-1.125,-0.5577499961584471,-1.5208333333333333,-0.7291666666666666,1.2194031216004686e-06,6.097015608002343e-06,1.125,0.5577499961584471
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,-0.1101542173983262,-0.6902438956373793,-0.1415917019048,-0.07865653244191273,9.788352095247804e-09,5.873011257148682e-08,0.1101542173983262,0.6902438956373793
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,2.4583333333333335,0.16828082659648474,-0.47942708333333334,5.333593749999999,0.15214818635989483,0.15214818635989483,-2.4583333333333335,-0.16828082659648474
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),4,10,8.94,8.12,0.908,True,PTOExp3_LA5_I4,PTOExp3_LA0_I10,96,-203.45626466138802,-0.7624767443675395,-253.45532394190693,-152.01299116360624,1.8818872759035992e-09,1.3173210931325195e-08,203.45626466138802,0.7624767443675395
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,-2.6458333333333335,-1.082096639158502,-3.1565104166666664,-2.1979166666666665,9.770860400651448e-15,7.816688320521158e-14,2.6458333333333335,1.082096639158502
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,-0.26498269206570285,-1.2699386567208986,-0.3083834696712744,-0.22431504369168845,2.800405535151673e-15,2.5203649816365054e-14,0.26498269206570285,1.2699386567208986
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,0.8541666666666666,0.5308522363021037,0.5416666666666666,1.15625,6.359041424930335e-06,3.815424854958201e-05,-0.8541666666666666,-0.5308522363021037
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,0.06132595851700249,0.3515135316273486,0.028467218692491643,0.09523833810334717,0.0005288808731856467,0.0010577617463712935,-0.06132595851700249,-0.3515135316273486
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,-1.3541666666666667,-0.4264426289552169,-1.9794270833333334,-0.7708333333333334,9.650250823475321e-05,0.00028950752470425963,1.3541666666666667,0.4264426289552169
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,-1.0625,-0.504344819548722,-1.48984375,-0.6458333333333334,9.47316451567736e-06,4.7365822578386805e-05,1.0625,0.504344819548722
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,-0.10432419127014421,-0.6036092011093743,-0.13916532762654485,-0.06964376799459832,2.5435072992118967e-07,1.7804551094483276e-06,0.10432419127014421,0.6036092011093743
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,3.3333333333333335,0.24153565850745787,0.5934895833333333,6.135416666666667,0.008342345885851525,0.008342345885851525,-3.3333333333333335,-0.24153565850745787
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),5,10,10.0,8.12,0.812,False,PTOExp3_LA5_I5,PTOExp3_LA0_I10,96,-101.66172568558399,-0.4410600613315586,-145.15219285407184,-56.24585253581297,3.2732705182400196e-05,0.00013093082072960079,101.66172568558399,0.4410600613315586
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,-2.59375,-0.9876827583285289,-3.1252604166666664,-2.1143229166666684,1.2026888695738877e-13,9.621510956591102e-13,2.59375,0.9876827583285289
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,-0.262562421990634,-1.188739273061681,-0.30669339950729635,-0.2206367669118431,6.210037685207248e-15,5.5890339166865233e-14,0.262562421990634,1.188739273061681
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,0.7395833333333334,0.5016488769940614,0.4375,1.0104166666666667,5.1291125746957595e-06,3.077467544817456e-05,-0.7395833333333334,-0.5016488769940614
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,0.0439576768950465,0.27345766437298347,0.011655395441135868,0.0759228000929959,0.019781179482874407,0.019781179482874407,-0.0439576768950465,-0.27345766437298347
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,-1.15625,-0.31345270586712703,-1.9169270833333334,-0.46875,0.0051735821389110835,0.01552074641673325,1.15625,0.31345270586712703
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,-0.9479166666666666,-0.4483019145406695,-1.34375,-0.53125,3.56569292582143e-05,0.0001782846462910715,0.9479166666666666,0.4483019145406695
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,-0.09780668663603152,-0.6128769126663876,-0.1292369638244519,-0.0662209932062111,1.3177233552092894e-07,9.224063486465026e-07,0.09780668663603152,0.6128769126663876
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,4.875,0.3322161627084026,1.9575520833333333,7.71875,0.001037674609855589,0.004150698439422356,-4.875,-0.3322161627084026
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),6,10,12.7,8.12,0.639,False,PTOExp3_LA5_I6,PTOExp3_LA0_I10,96,-67.85766449686876,-0.2846281446565227,-115.11255203905023,-21.01298796738632,0.005751477785521974,0.01552074641673325,67.85766449686876,0.2846281446565227
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,-2.6875,-1.0565867615610758,-3.1979166666666665,-2.21875,9.58862578627451e-15,7.670900629019608e-14,2.6875,1.0565867615610758
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,-0.26604115770137443,-1.2231088725950083,-0.3088230527968942,-0.22431263714060493,2.3900066766373634e-15,2.151006008973627e-14,0.26604115770137443,1.2231088725950083
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,0.34375,0.2757265534458593,0.09375,0.5833333333333334,0.006007904102606162,0.024031616410424648,-0.34375,-0.2757265534458593
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,0.01768672798398998,0.11184621349731638,-0.01309183969902575,0.04899383735092664,0.29490981401898164,0.29490981401898164,-0.01768672798398998,-0.11184621349731638
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,-2.1041666666666665,-0.6554805889118575,-2.7604166666666665,-1.5208333333333333,8.265557536926243e-09,5.7858902758483703e-08,2.1041666666666665,0.6554805889118575
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,-1.15625,-0.6018285085420653,-1.5416666666666667,-0.7914062500000014,4.745021909992348e-07,2.3725109549961737e-06,1.15625,0.6018285085420653
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,-0.11176628968690694,-0.7121291027224911,-0.1431312204101726,-0.08112493840233055,1.848569479844496e-08,1.1091416879066976e-07,0.11176628968690694,0.7121291027224911
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,2.9166666666666665,0.23212003245857293,0.4057291666666667,5.459114583333329,0.007858832187739242,0.024031616410424648,-2.9166666666666665,-0.23212003245857293
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),7,10,14.6,8.12,0.556,False,PTOExp3_LA5_I7,PTOExp3_LA0_I10,96,30.392324799133036,0.13368847487318522,-14.210025213140675,75.67797565600623,0.07850596681655835,0.1570119336331167,-30.392324799133036,-0.13368847487318522
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,-2.5729166666666665,-1.0108277808480117,-3.1041666666666665,-2.1039062500000014,3.275381926735355e-14,2.620305541388284e-13,2.5729166666666665,1.0108277808480117
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,-0.25715759470935556,-1.1964802136176287,-0.30021924753165075,-0.21660404854379806,5.0092783808273466e-15,4.508350542744612e-14,0.25715759470935556,1.1964802136176287
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,0.5416666666666666,0.3959016654546659,0.28098958333333335,0.8125,0.00030661486650179634,0.0009198445995053891,-0.5416666666666666,-0.3959016654546659
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,0.017816017605819395,0.1360619175322734,-0.00833452936176085,0.04294245631523056,0.17787801545911863,0.17787801545911863,-0.017816017605819395,-0.1360619175322734
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,-1.5,-0.45599124505214167,-2.1669270833333334,-0.8854166666666666,3.1912677892873016e-05,0.00015956338946436507,1.5,0.45599124505214167
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,-1.1979166666666667,-0.5843480688518048,-1.6145833333333333,-0.8020833333333334,5.741917508776846e-07,3.4451505052661077e-06,1.1979166666666667,0.5843480688518048
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,-0.11778890482241582,-0.7438927927899176,-0.14991098141972117,-0.08603591523543187,2.807459996506875e-09,1.9652219975548124e-08,0.11778890482241582,0.7438927927899176
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,5.260416666666667,0.38027961879667316,2.384635416666667,7.959635416666659,0.00016412946490527162,0.0006565178596210865,-5.260416666666667,-0.38027961879667316
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),8,10,16.17,8.12,0.502,False,PTOExp3_LA5_I8,PTOExp3_LA0_I10,96,44.46972087271027,0.19676921948614196,-2.121173456297651,89.28244449463016,0.05692373898659779,0.11384747797319558,-44.46972087271027,-0.19676921948614196
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,-2.4270833333333335,-0.9413765920455479,-2.9583333333333335,-1.9476562500000014,2.3269822045001836e-13,1.861585763600147e-12,2.4270833333333335,0.9413765920455479
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,-0.2582629073820057,-1.2326381227093337,-0.2986758303490598,-0.21807864156862802,3.0858662970296946e-15,2.777279667326725e-14,0.2582629073820057,1.2326381227093337
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission,Advise w/o permission / session (MICI),lower=better,9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,0.5104166666666666,0.3933152593580851,0.2604166666666667,0.75,0.0002632086054036846,0.0007896258162110538,-0.5104166666666666,-0.3933152593580851
PTO_K,gpt-4o-mini,MICI_AdviseNoPermission_rate,Advise w/o permission / turn (MICI),lower=better,9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,0.005571589877414182,0.042021639659418714,-0.020389279443815772,0.030910213316632622,0.5488064117916259,0.5488064117916259,-0.005571589877414182,-0.042021639659418714
PTO_K,gpt-4o-mini,MICI_BehaviorTotal,MI-Incon. acts / session (MICI),lower=better,9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,-1.4479166666666667,-0.4355766425030764,-2.1354166666666665,-0.8020833333333334,0.00012405036632171591,0.0004962014652868637,1.4479166666666667,0.4355766425030764
PTO_K,gpt-4o-mini,B6_AF,Affirmations (MITI),higher=more MI-consistent,9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,-0.8229166666666666,-0.4010451976224603,-1.2395833333333333,-0.42682291666666805,0.0003632080500114009,0.0007896258162110538,0.8229166666666666,0.4010451976224603
PTO_K,gpt-4o-mini,B6_AF_per_turn,Affirmations / turn (MITI),higher=more MI-consistent,9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,-0.09496559497720487,-0.6233702948938644,-0.12536570653646892,-0.06521992928310653,1.57744423461516e-07,9.46466540769096e-07,0.09496559497720487,0.6233702948938644
PTO_K,text (grader-independent),conv_len,Conversation length,count (no valence),9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,7.104166666666667,0.4482047004562772,3.8854166666666665,10.281770833333331,2.2643695832286657e-05,0.00011321847916143328,-7.104166666666667,-0.4482047004562772
PTO_K,text (grader-independent),mean_turn_len,Turn length (chars),count (no valence),9,10,18.03,8.12,0.45,False,PTOExp3_LA5_I9,PTOExp3_LA0_I10,96,115.69481517631334,0.5544101908060993,73.34981179438519,156.04862128164442,6.108253996200171e-08,4.27577779734012e-07,-115.69481517631334,-0.5544101908060993
PTO_K,gpt-4o-mini,MICI_OverPraise,Over-praise / session (MICI),lower=better,10,10,19.68,8.12,0.413,False,PTOExp3_LA5_I10,PTOExp3_LA0_I10,96,-2.4166666666666665,-0.8869136729490759,-2.96875,-1.90625,1.087789083337652e-12,8.702312666701216e-12,2.4166666666666665,0.8869136729490759
PTO_K,gpt-4o-mini,MICI_OverPraise_rate,Over-praise / turn (MICI),lower=better,10,10,19.68,8.12,0.413,False,PTOExp3_LA5_I10,PTOExp3_LA0_I10,96,-0.2557678839693159,-1.162634339537158,-0.2997912771881183,-0.21381941476181265,1.3852732601073631e-15,1.2467459340966269e-14,0.2557678839693159,1.162634339537158
