model_state,family,method,train_oracle,K,iteration,gen_base_model,metric,n,mean,sd,sem,ci95_lo,ci95_hi,ref_state,paired_delta_vs_ref,dz_vs_ref,wilcoxon_p_vs_ref
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,CSQ8_Mean,96,2.23828125,1.2460566913108433,0.1271751285121773,1.9890179981161324,2.487544501883868,Base,0.0559895833333333,0.071852766825159,0.3640583201494968
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,MITI_GlobalMean,96,2.8463541666666665,1.1328642040529664,0.1156224686580821,2.6197341280968254,3.072974205236508,Base,0.1614583333333333,0.170443995921341,0.0870148277552688
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,MI_Mean,96,2.618055555555556,1.4106770525491277,0.1439766237749456,2.335861372956662,2.9002497381544488,Base,0.1475694444444444,0.1576204430967343,0.0477854481330055
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,Q1Q2_Mean,96,2.5986519607843133,1.240041145582113,0.1265611694471869,2.3505920686678268,2.8467118529008,Base,0.2211397058823529,0.2093160434887533,0.0139320960978185
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,Q1_Mean,96,2.5729166666666665,1.3115261633657875,0.133857078523178,2.3105567927612376,2.8352765405720954,Base,0.2125,0.1878368244404314,0.0470766001521667
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,Q2_Mean,96,2.624387254901961,1.1976231481572677,0.1222319007137885,2.384812729502935,2.8639617803009867,Base,0.2297794117647058,0.2180357806166398,0.0154157524338219
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,WAI_Bond_Mean,96,3.1015625,1.0788505853575443,0.1101097267845388,2.885747435502304,3.317377564497696,Base,0.0625,0.0908103946570973,0.3930588181421335
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,WAI_Goal_Mean,96,2.578125,1.2108677293142869,0.1235836701176043,2.3359010065694954,2.8203489934305046,Base,0.0807291666666666,0.1091828618207369,0.3376414011858789
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,WAI_Task_Mean,96,2.65625,1.190560460676532,0.1215110681912658,2.418088306345119,2.894411693654881,Base,0.0703125,0.0942804412996205,0.1682758326965048
L5_CSQ8_V5,PTO(DPO),DPO,CSQ8,5.0,5,meta-llama/Llama-3.2-1B,WAI_TotalMean,96,2.778645833333333,1.1429818986379596,0.1166551015375218,2.5500018343197906,3.0072898323468764,Base,0.0711805555555555,0.1058695688993248,0.1795616288661249
L0_Q1Q2_V1,PTO(DPO),DPO,Q1Q2,0.0,1,meta-llama/Llama-3.2-1B,CSQ8_Mean,96,2.2565104166666665,1.241864286125303,0.1267472429496951,2.008085820485264,2.504935012848069,Base,0.07421875,0.0962768901892066,0.3298948783178144
L0_Q1Q2_V1,PTO(DPO),DPO,Q1Q2,0.0,1,meta-llama/Llama-3.2-1B,MITI_GlobalMean,96,2.7135416666666665,1.1510745361267003,0.1174810528925524,2.483278802997264,2.9438045303360694,Base,0.0286458333333333,0.0260804106223363,0.7863602462973515
L0_Q1Q2_V1,PTO(DPO),DPO,Q1Q2,0.0,1,meta-llama/Llama-3.2-1B,MI_Mean,96,2.605902777777777,1.405527890188404,0.143451089592174,2.3247386421771163,2.887066913378438,Base,0.1354166666666666,0.1384744969934892,0.1724868023690989
L0_Q1Q2_V1,PTO(DPO),DPO,Q1Q2,0.0,1,meta-llama/Llama-3.2-1B,Q1Q2_Mean,96,2.4991421568627445,1.2284234637440534,0.1253754447598017,2.253406285133533,2.744878028591956,Base,0.1216299019607843,0.1079499542872399,0.4152100139361608
