arm,method,K,train_iter,eval_iter,n_groups,n_groups_all,sd_mean,sd_median,margin_mean,margin_median,margin_over_sd,mean_group_ratio,winner_z,null_margin_over_sd,null_winner_z,frac_sd_zero,frac_groups_floored,frac_groups_nan_cand,yield_tau0.10,reward_median,reward_iqr,reward_q25,reward_q75
PTO_LA0,PTO,0,9,8,446,446,0.07614968183751403,0.06980067572618473,0.22533632286995517,0.20588235294117663,2.959123629049052,2.9096374444439297,1.4120771756679058,3.1053507450376823,1.612884488992504,0.033632286995515695,0.0,0.02466367713004484,0.8094170403587444,3.947058823529412,0.6558823529411768,3.670588235294118,4.326470588235295
PTO_LA0,PTO,0,10,9,410,410,0.06665625220971129,0.06015046377301585,0.1957532281205165,0.17647058823529416,2.936757192778336,2.896817088527959,1.3306420631862763,2.922481807015252,1.4177734079018334,0.0975609756097561,0.0,0.046341463414634146,0.6853658536585366,4.117647058823529,0.9117647058823528,3.6411764705882352,4.552941176470588
PTO_LA5,PTO,5,1,0,890,890,0.14061224115267715,0.12097208413966459,0.4241705221414408,0.37647058823529456,3.0165974076245274,3.022038390080827,1.4862085806233516,3.0419193918274847,1.3829368357256138,0.030337078651685393,0.0,0.02247191011235955,0.9348314606741573,3.435294117647059,1.4764705882352942,2.552941176470588,4.029411764705882
PTO_LA5,PTO,5,2,1,837,837,0.1421388583200313,0.12643424580433393,0.431745027760208,0.38823529411764657,3.037487657232457,3.014105224955972,1.4537299208037582,3.0648955779421474,1.40660355248663,0.019115890083632018,0.0,0.010752688172043012,0.929510155316607,3.5058823529411764,1.4,2.876470588235294,4.276470588235294
PTO_LA5,PTO,5,3,2,816,816,0.14717583917638835,0.12583945573000663,0.4447303921568627,0.3823529411764708,3.0217622311217744,3.0336661789990975,1.486191476283151,3.13286922860578,1.4220329856078249,0.030637254901960783,0.0,0.007352941176470588,0.9411764705882353,3.623529411764706,1.1455882352941176,3.101470588235294,4.247058823529412
PTO_LA5,PTO,5,4,3,613,613,0.13098618237067947,0.11086128681146915,0.39649745705786404,0.33529411764705896,3.027017429485889,2.989796932774841,1.4355906217009289,2.985449476601179,1.3463085226953087,0.0032626427406199023,0.0,0.008156606851549755,0.9184339314845025,3.841176470588235,1.1411764705882357,3.235294117647059,4.376470588235295
PTO_LA5,PTO,5,5,4,467,468,0.12942342049265015,0.1116872796826322,0.3817987152034263,0.32941176470588207,2.9499971006028876,2.9038928447457732,1.3884402848405435,3.004930676078507,1.3310211880231113,0.008565310492505354,0.0,0.24839400428265523,0.9250535331905781,3.9823529411764707,1.0647058823529418,3.341176470588235,4.405882352941177
PTO_LA5,PTO,5,6,5,663,663,0.11080615966388252,0.09643291947502908,0.33240173897613345,0.2882352941176478,2.999848925226135,2.9486433000304757,1.42126604079228,3.0685363021725,1.3081120700263136,0.027149321266968326,0.0,0.021116138763197588,0.8567119155354449,4.076470588235294,0.8647058823529417,3.541176470588235,4.405882352941177
PTO_LA5,PTO,5,7,6,807,807,0.11071431455106973,0.09723691326362664,0.33175158539252136,0.2941176470588234,2.9964651521144785,2.9520695903622456,1.434700985400572,3.055995704329158,1.3084715172030437,0.05452292441140025,0.0,0.013630731102850062,0.8537794299876085,4.158823529411764,0.9235294117647057,3.570588235294118,4.4941176470588236
PTO_LA5,PTO,5,8,7,767,767,0.09074094500960156,0.0633548800839351,0.2731497814249559,0.18823529411764728,3.010215304635114,2.9333786036739293,1.381406561794725,2.9620715536182156,1.1237192611623663,0.0938722294654498,0.0,0.01694915254237288,0.7366362451108214,4.376470588235295,1.0235294117647058,3.7705882352941176,4.794117647058823
PTO_LA5,PTO,5,9,8,761,761,0.10117129389363692,0.07197999890396294,0.30204838834351083,0.21764705882352864,2.985514731689202,2.9272562098435495,1.445978623742629,3.0454977877547003,1.227190111932152,0.04336399474375821,0.0,0.013140604467805518,0.7936925098554534,4.276470588235294,0.841176470588235,3.7411764705882353,4.58235294117647
PTO_LA5,PTO,5,10,9,926,926,0.07952366126721593,0.05295900674962152,0.2335662558760005,0.15294117647058814,2.9370661782179472,2.874502374811678,1.3707336320925911,3.0477862169397465,1.1445124308350842,0.12203023758099352,0.0,0.017278617710583154,0.6663066954643628,4.464705882352941,0.6882352941176473,4.076470588235294,4.764705882352941
