judge,method,metric,n_iters,n_sig_K0_higher,n_sig_K5_higher,n_sig_K0_better,n_sig_K5_better,iters_sig_K0_higher,iters_sig_K5_higher,mean_delta_iters1toN,mean_dz_iters1toN,base_delta,base_dz,max_abs_dz,max_abs_dz_iter,max_abs_dz_delta,lower_better
gpt-4o-mini,PTO,%CR,11,0,0,0,0,,,-0.0024128048906436757,-0.014182556372700422,0.02502374169040836,0.10699358547628222,0.19267934122594246,2,-0.04621876014281076,False
gpt-4o-mini,PTO,%MICO,11,1,0,1,0,8,,0.018309801212107287,0.06946348667203772,0.03490115686428574,0.10518030309295273,0.2805368796969996,8,0.07090009488017078,False
gpt-4o-mini,PTO,B1_GI,11,0,0,0,0,,,0.01145833333333333,0.001069239449030396,-0.07291666666666667,-0.029860195404177517,0.2550433449439042,9,-0.3125,False
gpt-4o-mini,PTO,B1_GI_per_turn,11,3,0,3,0,"8,9,10",,0.019073111282576515,0.1842603627278829,-0.005587031964909205,-0.03579039131554796,0.5699977601878918,10,0.06044967034776818,False
gpt-4o-mini,PTO,B2_Persuade,11,0,4,0,4,,"6,8,9,10",-0.253125,-0.19748441046877588,0.0,0.0,0.5247497678328021,10,-0.6666666666666666,False
gpt-4o-mini,PTO,B2_Persuade_per_turn,11,0,0,0,0,,,-0.0055424820676978626,-0.06893554747590591,-0.003144397421691217,-0.02376998252539097,0.2494968235975007,8,-0.01804977278967512,False
gpt-4o-mini,PTO,B3_Q,11,0,3,0,3,,"8,9,10",-0.26041666666666663,-0.12769459269303657,-0.78125,-0.0932482753256884,0.5311402157907682,9,-1.0520833333333333,False
gpt-4o-mini,PTO,B3_Q_per_turn,11,0,0,0,0,,,0.022878864507936386,0.0891170437903572,0.008063511973610915,0.02314018349224916,0.17092674770056204,7,0.03300255608189465,False
gpt-4o-mini,PTO,B4_SR,11,0,2,0,2,,"9,10",-0.3083333333333333,-0.1440148797551311,-0.0625,-0.02303080721804781,0.5494699802059668,10,-1.2395833333333333,False
gpt-4o-mini,PTO,B4_SR_per_turn,11,0,0,0,0,,,-0.0026295587251616848,-0.021042051655178473,-0.00021120907112460313,-0.0012455178718396283,0.26063040856574016,10,-0.027562166973752907,False
gpt-4o-mini,PTO,B5_CR,11,0,2,0,2,,"9,10",-0.2208333333333333,-0.13507401945674796,-0.010416666666666666,-0.005649321767680042,0.44838337247940396,10,-0.78125,False
