method,iteration,metric,contrast,primary_n,primary_delta,primary_dz,primary_ci_lo,primary_ci_hi,primary_p,primary_p_holm,judge_delta,judge_dz,judge_ci_lo,judge_ci_hi,judge_p,judge_p_holm,same_sign,judge_ci_excl0,favours_primary,favours_judge
PTO,10,Q2,PTO_LA0_I10 − PTO_LA5_I10,96,-0.008578431372548878,-0.019791544652842847,-0.0931372549019606,0.079672181372549,0.3044223710359546,0.9132671131078638,0.36274509803921573,0.6532662844103057,0.25121017156862746,0.47797181372549,3.19889810287384e-08,3.518787913161224e-07,False,True,K5,K0
PTO,0,WAI-SR,PTO_LA0_Base − PTO_LA5_Base,96,0.025173611111111095,0.03532247895088531,-0.12065972222222221,0.1736545138888886,0.6040120729085063,1.0,-0.032118055555555546,-0.04564677559405284,-0.17881944444444442,0.10850694444444443,0.7982464765760161,1.0,False,False,K0,K5
PTO,1,WAI-SR,PTO_LA0_I1 − PTO_LA5_I1,96,-0.029513888888888905,-0.04520248184221184,-0.16145833333333331,0.10243055555555547,0.839768615681994,1.0,0.09895833333333336,0.15488109587657214,-0.02256944444444442,0.21877170138888877,0.09964790150503774,1.0,False,False,K5,K0
PTO,2,WAI-SR,PTO_LA0_I2 − PTO_LA5_I2,96,-0.014756944444444428,-0.023880220899863663,-0.13543836805555554,0.10852864583333326,0.8128448632100567,1.0,0.048611111111111126,0.0708970372913168,-0.09116753472222222,0.17623697916666656,0.37975054735666125,1.0,False,False,K5,K0
PTO,3,WAI-SR,PTO_LA0_I3 − PTO_LA5_I3,96,-0.0347222222222222,-0.0493602795823368,-0.1754123263888889,0.10503472222222222,0.4539493921392854,1.0,0.03645833333333333,0.055385935997583534,-0.09809027777777779,0.1675347222222222,0.4911459745219474,1.0,False,False,K5,K0
PTO,4,WAI-SR,PTO_LA0_I4 − PTO_LA5_I4,96,-0.018229166666666692,-0.03346818070998702,-0.11894531250000007,0.07988281249999987,0.5977539851359642,1.0,0.0355902777777778,0.060161756188471756,-0.07641059027777777,0.14845920138888882,0.6341764552431509,1.0,False,False,K5,K0
PTO,5,WAI-SR,PTO_LA0_I5 − PTO_LA5_I5,96,-0.09722222222222222,-0.1913547447772092,-0.19444444444444442,-0.006054687500000073,0.07909303057208791,0.870023336292967,0.02170138888888888,0.03890494366840578,-0.07986111111111113,0.12673611111111108,0.3728671432896693,1.0,False,False,K5,K0
PTO,6,WAI-SR,PTO_LA0_I6 − PTO_LA5_I6,96,0.03645833333333335,0.07302751988401272,-0.06510416666666662,0.13802083333333331,0.4076998385880415,1.0,0.09809027777777779,0.16580301158155838,-0.022569444444444458,0.21618923611111088,0.11510826330925022,1.0,True,False,K0,K0
PTO,7,WAI-SR,PTO_LA0_I7 − PTO_LA5_I7,96,-0.040798611111111084,-0.06602178719374074,-0.16753472222222218,0.07990451388888872,0.4332378983314139,1.0,0.05815972222222219,0.09783658546748641,-0.060763888888888916,0.17276475694444424,0.3468722175511977,1.0,False,False,K5,K0
PTO,8,WAI-SR,PTO_LA0_I8 − PTO_LA5_I8,96,0.0251736111111111,0.053207025967679386,-0.07033420138888893,0.11892361111111109,0.5237953641198606,1.0,0.04166666666666662,0.09442015232547099,-0.04516059027777783,0.12849392361111095,0.32952600921156205,1.0,True,False,K0,K0
PTO,9,WAI-SR,PTO_LA0_I9 − PTO_LA5_I9,96,0.03819444444444443,0.06931364098269738,-0.07204861111111109,0.15017361111111108,0.748906508901928,1.0,0.052951388888888846,0.09387803861720265,-0.05644531250000005,0.16495225694444426,0.3370187669101826,1.0,True,False,K0,K0
PTO,10,WAI-SR,PTO_LA0_I10 − PTO_LA5_I10,96,-0.038194444444444406,-0.07302995387505037,-0.14498697916666664,0.07552083333333337,0.2866300197281798,1.0,0.10416666666666663,0.17366048555206204,-0.013888888888888918,0.22569444444444442,0.11868601208292755,1.0,False,False,K5,K0
PTO,0,CSQ-8,PTO_LA0_Base − PTO_LA5_Base,96,0.045572916666666664,0.06763713824757811,-0.09635416666666667,0.19013671874999982,0.39658074956784084,1.0,-0.057291666666666664,-0.07927101056765573,-0.20055338541666667,0.08597005208333315,0.48804797527768407,1.0,False,False,K0,K5
PTO,1,CSQ-8,PTO_LA0_I1 − PTO_LA5_I1,96,-0.010416666666666666,-0.01502761290262676,-0.13932291666666666,0.12115885416666632,0.9698388852544874,1.0,0.09375,0.13904457426457456,-0.0390625,0.22268880208333316,0.1253931186920237,1.0,False,False,K5,K0
PTO,2,CSQ-8,PTO_LA0_I2 − PTO_LA5_I2,96,0.04296875,0.06443602966274427,-0.08333333333333333,0.17060546874999982,0.4280908566481285,1.0,0.06640625,0.08230533638298632,-0.08727213541666666,0.22005208333333334,0.2821671248412322,1.0,True,False,K0,K0
PTO,3,CSQ-8,PTO_LA0_I3 − PTO_LA5_I3,96,0.057291666666666664,0.09661761748362378,-0.06380208333333333,0.17708333333333334,0.3929597969163511,1.0,0.040364583333333336,0.06243826420552487,-0.0859375,0.1732096354166665,0.36291177962906207,1.0,True,False,K0,K0
PTO,4,CSQ-8,PTO_LA0_I4 − PTO_LA5_I4,96,0.026041666666666668,0.04759975939394558,-0.07815755208333333,0.13284505208333316,0.7116324142660605,1.0,0.01171875,0.019085826412647503,-0.10807291666666667,0.12503255208333316,0.687502604267173,1.0,True,False,K0,K0
PTO,5,CSQ-8,PTO_LA0_I5 − PTO_LA5_I5,96,-0.07291666666666667,-0.14914063207106434,-0.16927083333333334,0.019563802083333155,0.2857595832325105,1.0,-0.045572916666666664,-0.08562721729997343,-0.14583333333333334,0.05859375,0.428230548020483,1.0,True,False,K5,K5
PTO,6,CSQ-8,PTO_LA0_I6 − PTO_LA5_I6,96,0.03515625,0.0645159152851655,-0.0703125,0.15234375,0.8009964587899859,1.0,0.07552083333333333,0.12406291558263895,-0.04430338541666667,0.20185546874999982,0.3629893477471743,1.0,True,False,K0,K0
PTO,7,CSQ-8,PTO_LA0_I7 − PTO_LA5_I7,96,-0.033854166666666664,-0.05190022022368857,-0.16539713541666667,0.09508463541666648,0.6223043561826088,1.0,-0.041666666666666664,-0.06241792511232717,-0.17578125,0.08206380208333315,0.6710556094041945,1.0,True,False,K5,K5
PTO,8,CSQ-8,PTO_LA0_I8 − PTO_LA5_I8,96,0.013020833333333334,0.02404473375626119,-0.09635416666666667,0.12369791666666667,0.7078243919327102,1.0,-0.029947916666666668,-0.06006421788532585,-0.12760416666666666,0.06770833333333333,0.6494659639865138,1.0,False,False,K0,K5
PTO,9,CSQ-8,PTO_LA0_I9 − PTO_LA5_I9,96,0.10546875,0.1836773615525125,-0.0013020833333333333,0.2239908854166665,0.1405679928334473,1.0,0.05859375,0.10231768750512706,-0.057324218749999996,0.1732096354166665,0.42527977727975763,1.0,True,False,K0,K0
PTO,10,CSQ-8,PTO_LA0_I10 − PTO_LA5_I10,96,-0.0078125,-0.01555543750044148,-0.10810546875,0.09375,0.6258656291612832,1.0,0.0013020833333333333,0.0023080821053041525,-0.11328125,0.12763671874999982,0.9964484697235714,1.0,False,False,K5,K0
PTO,0,MI-SAT,PTO_LA0_Base − PTO_LA5_Base,96,-0.0017361111111111004,-0.0021660903656852567,-0.16671006944444444,0.15976562499999974,0.8201609261843378,1.0,-9.25185853854297e-18,-1.2613427790386456e-17,-0.14587673611111113,0.14583333333333334,0.8951306397808336,1.0,True,False,K5,K5
PTO,1,MI-SAT,PTO_LA0_I1 − PTO_LA5_I1,96,-0.03124999999999999,-0.03420491710503191,-0.2101128472222222,0.140625,0.7681109850700899,1.0,0.0347222222222222,0.04848712181575626,-0.10763888888888891,0.1667100694444442,0.6164232550559223,1.0,False,False,K5,K0
PTO,2,MI-SAT,PTO_LA0_I2 − PTO_LA5_I2,96,-0.017361111111111115,-0.0191702317195641,-0.19965277777777782,0.15798611111111108,0.8646187569255063,1.0,0.09548611111111112,0.13458636374812674,-0.04518229166666667,0.2292100694444442,0.17972586527642553,1.0,False,False,K5,K0
PTO,3,MI-SAT,PTO_LA0_I3 − PTO_LA5_I3,96,-0.024305555555555552,-0.029807623632722213,-0.1909722222222222,0.1406684027777775,0.7130489858458877,1.0,-2.312964634635743e-17,-3.4181110367892376e-17,-0.13020833333333334,0.13888888888888887,0.8427680620559429,1.0,True,False,K5,K5
PTO,4,MI-SAT,PTO_LA0_I4 − PTO_LA5_I4,96,0.017361111111111088,0.02407175095199096,-0.11636284722222229,0.1614583333333333,0.7764425516930973,1.0,-0.017361111111111122,-0.029080116311686104,-0.13020833333333331,0.10069444444444442,0.5354245971454668,1.0,False,False,K0,K5
PTO,5,MI-SAT,PTO_LA0_I5 − PTO_LA5_I5,96,-0.12673611111111113,-0.1869638645719095,-0.25872395833333334,0.0017361111111110798,0.16397642403418844,1.0,-0.034722222222222245,-0.0704896131784255,-0.13541666666666666,0.059027777777777735,0.8556865663998808,1.0,True,False,K5,K5
PTO,6,MI-SAT,PTO_LA0_I6 − PTO_LA5_I6,96,0.043402777777777735,0.06673795934288436,-0.07812500000000006,0.18754340277777753,0.5852665865179919,1.0,0.0625,0.11068282503581672,-0.048611111111111105,0.18059895833333311,0.44547934934396893,1.0,True,False,K0,K0
PTO,7,MI-SAT,PTO_LA0_I7 − PTO_LA5_I7,96,-0.07291666666666664,-0.08598157786688693,-0.23958333333333326,0.09895833333333333,0.4085371357573321,1.0,-0.09027777777777779,-0.14700331049139703,-0.21875,0.029513888888888878,0.12005950125491134,1.0,True,False,K5,K5
PTO,8,MI-SAT,PTO_LA0_I8 − PTO_LA5_I8,96,-0.04687500000000001,-0.07265908083142354,-0.17881944444444445,0.07469618055555532,0.5610284608579963,1.0,-0.08506944444444443,-0.1737330651552624,-0.1875,0.008723958333333127,0.20857866995952856,1.0,True,False,K5,K5
PTO,9,MI-SAT,PTO_LA0_I9 − PTO_LA5_I9,96,0.05729166666666672,0.07964528164121037,-0.08159722222222214,0.2100694444444445,0.46339355779083224,1.0,-0.05555555555555556,-0.0955843730915452,-0.16840277777777776,0.05386284722222199,0.39667794608171214,1.0,False,False,K0,K5
PTO,10,MI-SAT,PTO_LA0_I10 − PTO_LA5_I10,96,-0.05729166666666664,-0.0850563519442379,-0.18927951388888886,0.08506944444444449,0.09944464997436775,1.0,-0.11111111111111112,-0.19741924671712985,-0.22569444444444442,0.0017795138888886724,0.01692802610188992,0.1862082871207891,True,False,K5,K5
PTO,0,MITI,PTO_LA0_Base − PTO_LA5_Base,96,-0.015625,-0.017218872308236752,-0.19791666666666666,0.16152343749999964,0.9109275562457743,1.0,-0.013020833333333334,-0.021553410277033887,-0.13020833333333334,0.09641927083333299,0.9080883693775521,1.0,True,False,K5,K5
PTO,1,MITI,PTO_LA0_I1 − PTO_LA5_I1,96,0.12760416666666666,0.15138291591557193,-0.03131510416666666,0.2890625,0.10323848106346034,0.9417012122058616,-0.013020833333333334,-0.02310490133658501,-0.12506510416666666,0.09375,0.8961502839812695,1.0,False,False,K0,K5
PTO,2,MITI,PTO_LA0_I2 − PTO_LA5_I2,96,0.10416666666666667,0.13250757128048374,-0.0546875,0.26308593749999964,0.17746850099399814,1.0,0.12239583333333333,0.23065975586661913,0.02076822916666667,0.22923177083333296,0.022122023383511633,0.0663660701505349,True,True,K0,K0
PTO,3,MITI,PTO_LA0_I3 − PTO_LA5_I3,96,0.10677083333333333,0.14367022453708778,-0.0390625,0.2578125,0.37625943339244106,1.0,0.16145833333333334,0.30717025436800055,0.059895833333333336,0.2708333333333333,0.005059560258428076,0.020238241033712304,True,True,K0,K0
PTO,4,MITI,PTO_LA0_I4 − PTO_LA5_I4,96,0.11979166666666667,0.19597025748539806,0.005208333333333333,0.2421875,0.14283009840149988,1.0,0.16145833333333334,0.3634559585820165,0.06770833333333333,0.2526041666666667,0.0008786205050863469,0.006150343535604428,True,True,K0,K0
PTO,5,MITI,PTO_LA0_I5 − PTO_LA5_I5,96,0.03125,0.05155374593358992,-0.09114583333333333,0.1484375,0.2405692021182424,1.0,0.20572916666666666,0.3789515632459718,0.10416666666666667,0.3203125,0.0002716948605599103,0.0021735588844792823,True,True,K0,K0
PTO,6,MITI,PTO_LA0_I6 − PTO_LA5_I6,96,0.2109375,0.34486623845597536,0.09375,0.3359375,0.0007216157712816184,0.007937773484097802,0.3619791666666667,0.737937171010137,0.265625,0.453125,2.8766504802156394e-09,3.164315528237203e-08,True,True,K0,K0
PTO,7,MITI,PTO_LA0_I7 − PTO_LA5_I7,96,0.052083333333333336,0.0795339006553026,-0.08333333333333333,0.18235677083333296,0.497317549654983,1.0,0.17447916666666666,0.3417326254401783,0.07552083333333333,0.2786458333333333,0.0017002091432515454,0.010201254859509273,True,True,K0,K0
PTO,8,MITI,PTO_LA0_I8 − PTO_LA5_I8,96,0.0625,0.12987647103025524,-0.033854166666666664,0.1563151041666663,0.09417012122058616,0.9417012122058616,0.1640625,0.33449884193898927,0.06770833333333333,0.2630208333333333,0.0038784301323730227,0.019392150661865115,True,True,K0,K0
PTO,9,MITI,PTO_LA0_I9 − PTO_LA5_I9,96,0.08854166666666667,0.14855571452810107,-0.026041666666666668,0.21360677083333296,0.33358176050591026,1.0,0.20833333333333334,0.5387025069617206,0.1328125,0.2864583333333333,3.2989841559221558e-06,3.298984155922156e-05,True,True,K0,K0
PTO,10,MITI,PTO_LA0_I10 − PTO_LA5_I10,96,0.015625,0.026420383797185743,-0.10416666666666667,0.14322916666666666,0.9445827964956923,1.0,0.203125,0.4868214849847903,0.125,0.2864583333333333,9.717025439168501e-06,8.745322895251651e-05,True,True,K0,K0
PTO,0,PCT,PTO_LA0_Base − PTO_LA5_Base,96,0.007368635319013485,0.037965986158153935,-0.03135325408972181,0.044352915617069125,0.8922643965120693,1.0,-0.003287313053674187,-0.017287046729418654,-0.0402415595680259,0.035317068938544936,0.8259308256740822,1.0,False,False,K0,K5
PTO,1,PCT,PTO_LA0_I1 − PTO_LA5_I1,96,-0.027365959646601812,-0.11422101691940711,-0.07196100029069064,0.019217273898815095,0.18214358556466437,1.0,-0.03008293155387734,-0.14350281788499625,-0.07183837985427644,0.011786818351406861,0.23699613711860013,1.0,True,False,K5,K5
PTO,2,PCT,PTO_LA0_I2 − PTO_LA5_I2,96,-0.0034806309747103456,-0.015344943107876539,-0.048190583572866555,0.04114402667601856,0.6376052509636516,1.0,-0.01494358718817975,-0.06697887745326286,-0.060420349112302214,0.029598558833218547,0.37099661315957055,1.0,True,False,K5,K5
PTO,3,PCT,PTO_LA0_I3 − PTO_LA5_I3,96,0.0021329664122583017,0.009607508926497619,-0.04408777830345493,0.04499779182594989,0.8643080142489131,1.0,-0.009925130504584758,-0.04296722558181825,-0.0554451521039649,0.03719642163480678,0.6166632111549522,1.0,False,False,K0,K5
PTO,4,PCT,PTO_LA0_I4 − PTO_LA5_I4,96,-0.01858161142937232,-0.09664617558932308,-0.054921340650956,0.01991712854513249,0.10513639133463765,1.0,-0.04663433736527777,-0.27892944346444853,-0.07803379564353345,-0.013913337590037989,0.0041228109402039245,0.04122810940203925,True,True,K5,K5
PTO,5,PCT,PTO_LA0_I5 − PTO_LA5_I5,96,-0.020040130993615648,-0.10549099004056421,-0.05745441248184931,0.01774803195395739,0.7151680306708604,1.0,-0.046540662283706846,-0.22361868901532206,-0.08910219776586747,-0.0072641177154712765,0.04981991613023073,0.44837924517207656,True,True,K5,K5
PTO,6,PCT,PTO_LA0_I6 − PTO_LA5_I6,96,0.0061858319129233785,0.03676768670880912,-0.02573848174607498,0.041848248507923645,0.962091363719499,1.0,-0.0028263368361085097,-0.017556067515695085,-0.03377246932938206,0.02991232966120488,0.9223971464320886,1.0,False,False,K0,K5
PTO,7,PCT,PTO_LA0_I7 − PTO_LA5_I7,96,-0.020037680078514565,-0.07961107757935917,-0.06996775796700369,0.02907034504157711,0.21411251948631005,1.0,-0.030782542065920553,-0.13138415409299306,-0.08171505007013183,0.012241504365875452,0.19068202194363593,1.0,True,False,K5,K5
PTO,8,PCT,PTO_LA0_I8 − PTO_LA5_I8,96,-0.01480512930867958,-0.08496130999021627,-0.049259331278266774,0.0185340580021581,0.5225092021027675,1.0,-0.02512857186207612,-0.13740492211170116,-0.061272790435184014,0.010010366640681808,0.2813473505182984,1.0,True,False,K5,K5
PTO,9,PCT,PTO_LA0_I9 − PTO_LA5_I9,96,0.01773071499933712,0.0835815082814269,-0.02329698796255902,0.06104594617472251,0.9342371845459214,1.0,-0.02212923749527558,-0.10162828743746341,-0.06572116007487525,0.021367322719099982,0.13787508918885985,1.0,False,False,K0,K5
PTO,10,PCT,PTO_LA0_I10 − PTO_LA5_I10,96,-0.007653542203058877,-0.04353172037239663,-0.04328374537470121,0.028929440652177597,0.2679143352247111,1.0,-0.05134661039960375,-0.2528897685169886,-0.09207389706788181,-0.009623347759529135,0.0027654866763637377,0.030420353440001116,True,True,K5,K5
PTO,0,MICI,PTO_LA0_Base − PTO_LA5_Base,96,0.0356485914196512,0.12286632938113924,-0.020321083979566834,0.09291797030953437,0.3024795316374421,1.0,-0.006147091216771696,-0.01377959675874855,-0.08781785381906503,0.08030107792734055,0.8990133080051678,1.0,False,False,K5,K0
PTO,1,MICI,PTO_LA0_I1 − PTO_LA5_I1,96,-0.013227785626682684,-0.04277949159169396,-0.07272224426325986,0.0491140166512409,0.9737827809486687,1.0,-0.03676524648229707,-0.09191588013782456,-0.11509572834523228,0.03990663347832621,0.40178384062509465,1.0,True,False,K0,K0
PTO,2,MICI,PTO_LA0_I2 − PTO_LA5_I2,96,-0.010436653085405027,-0.04219763563459453,-0.06019351263935727,0.039341892623692844,0.7928065260704735,1.0,-0.06201043681693836,-0.16461375548981455,-0.1361755347528253,0.014653894590656861,0.06681242396594403,0.3340621198297201,True,False,K0,K0
PTO,3,MICI,PTO_LA0_I3 − PTO_LA5_I3,96,0.004369456521611502,0.014975806802287958,-0.05594974508438031,0.059652980568388324,0.5434745801825731,1.0,-0.07970277602366588,-0.1675189228847554,-0.17345334069901117,0.019298311998896,0.038433185100632435,0.23059911060379462,False,False,K5,K0
PTO,4,MICI,PTO_LA0_I4 − PTO_LA5_I4,96,-0.11117021721498267,-0.39980062360770086,-0.16354718573043614,-0.05588279649852251,0.0002291794081769239,0.002062614673592315,-0.17655671091006853,-0.4698689065382412,-0.24795589376876184,-0.10237417922292236,1.9620819048705047e-05,0.00019620819048705047,True,True,K0,K0
PTO,5,MICI,PTO_LA0_I5 − PTO_LA5_I5,96,-0.03616305013016802,-0.1387353016641404,-0.08834232001406726,0.014268432423575315,0.21924237143334657,1.0,-0.1183919838179854,-0.28063143438327326,-0.20717577602111134,-0.03695588362575718,0.011396380310243792,0.09117104248195033,True,True,K0,K0
PTO,6,MICI,PTO_LA0_I6 − PTO_LA5_I6,96,-0.0023488485672157754,-0.009347836574016955,-0.05151523778381837,0.04609918883959457,0.971584079662138,1.0,-0.05166467413417709,-0.1258670572078443,-0.13024025084335922,0.027181840004093804,0.4833604592533103,1.0,True,False,K0,K0
PTO,7,MICI,PTO_LA0_I7 − PTO_LA5_I7,96,0.07794619024462586,0.285288516768925,0.023678822702558347,0.12930010345804105,0.00580162697623341,0.04641301580986728,0.03718106632923146,0.10363737826174166,-0.03512892982566964,0.10639491610028494,0.24136698420702252,0.9654679368280901,True,False,K5,K5
PTO,8,MICI,PTO_LA0_I8 − PTO_LA5_I8,96,0.05876831422377171,0.22821499691870215,0.009780395933873334,0.10847869358283478,0.03694939757798902,0.2586457830459231,0.07134777117249734,0.2171318043707453,0.0056537793603323875,0.13421569203047404,0.021584800565947457,0.15109360396163218,True,True,K5,K5
PTO,9,MICI,PTO_LA0_I9 − PTO_LA5_I9,96,0.20172382948650366,0.8315592914015403,0.1532600224801088,0.25258663263448106,2.56099521815095e-10,2.817094739966045e-09,0.13573986194511545,0.34187383640726826,0.0574373849409284,0.21336830060540266,0.0004682634563738344,0.004214371107364509,True,True,K5,K5
PTO,10,MICI,PTO_LA0_I10 − PTO_LA5_I10,96,0.2277253368587162,0.7078745170547895,0.16379159612426653,0.2910096204434865,2.9349094122165854e-09,2.9349094122165852e-08,0.24457241001667826,0.6552098137093415,0.1677273965287039,0.3159218368864252,6.849761233738526e-09,7.534737357112378e-08,True,True,K5,K5
