arm,eval_grader,n_iters,spearman_rho,spearman_p,pearson_r,pearson_p,mean_gap,proxy_range,eval_range
PTO_LA0,gpt-4o-mini,10,0.9878787878787878,9.307459988955516e-08,0.9684825932461603,4.155841761438313e-06,0.013535425246603916,0.7505719680763412,1.238051470588235
PTO_LA0,claude-haiku-4-5,10,0.9878787878787878,9.307459988955516e-08,0.9681516552724544,4.331417674905865e-06,1.2952082193642513,0.7505719680763412,1.0913602941176472
PTO_LA5,gpt-4o-mini,10,0.9757575757575757,1.4675461874042192e-06,0.9731760554091125,2.1929063993322434e-06,0.2830419583624899,0.9347244400223262,1.1939338235294117
PTO_LA5,claude-haiku-4-5,10,0.9515151515151514,2.279854920641689e-05,0.9716139889544771,2.7448878263134465e-06,1.6145002916958233,0.9347244400223262,0.9015931372549015
GRPO_LA0,gpt-4o-mini,10,0.6121212121212121,0.059972142477255276,0.9151624549451093,0.00020436974204822046,-0.008152333874051454,0.8838571229689149,1.0155024509803927
GRPO_LA0,claude-haiku-4-5,10,0.32121212121212117,0.36546831043867045,0.6199585530612981,0.05587626535861698,1.4242251171063407,0.8838571229689149,0.7756127450980392
GRPO_LA5,gpt-4o-mini,5,0.9999999999999999,1.4042654220543608e-24,0.9813038596210251,0.003060131546109657,0.09939405348723467,1.0526604790555227,1.1566789215686275
GRPO_LA5,claude-haiku-4-5,5,0.9999999999999999,1.4042654220543608e-24,0.9601906372345402,0.009477662260514837,1.3513058181931172,1.0526604790555227,0.9490196078431372
