sd_estimator,n_groups,m,E_range_over_sigma,E_sd_over_sigma,ratio_of_means,mean_of_ratios,median_of_ratios,winner_z_mean
ddof=0,200000,8,2.8464955028733634,0.902701869512441,3.15330631187325,3.153254606630601,3.1553715360210495,1.5772361359160885
ddof=1,200000,8,2.8464955028733634,0.9650288908902489,2.9496479636453605,2.949599597819586,2.9515798039423498,1.4753693096593052
