judge,arm,iteration,n,mean_all,sd_all,share_ge45_all,share_eq5_all,n_Resistant,mean_Resistant,sd_Resistant,share_ge45_Resistant,share_eq5_Resistant,n_WarmsUp,mean_WarmsUp,sd_WarmsUp,share_ge45_WarmsUp,share_eq5_WarmsUp,n_Cooperative,mean_Cooperative,sd_Cooperative,share_ge45_Cooperative,share_eq5_Cooperative
claude-haiku-4-5,GRPO_LA0,10,96,2.257169117647059,0.554079391792726,0.0,0.0,32,1.80625,0.31606513639300654,0.0,0.0,32,2.2045955882352946,0.3752641198833675,0.0,0.0,32,2.7606617647058824,0.47505338348014386,0.0,0.0
claude-haiku-4-5,GRPO_LA5,0,96,1.834497549019608,0.6816082302082674,0.0,0.0,32,1.3060661764705883,0.256912404185725,0.0,0.0,32,1.6871323529411764,0.5805656307540976,0.0,0.0,32,2.510294117647059,0.4884512907823101,0.0,0.0
claude-haiku-4-5,GRPO_LA5,1,96,2.046262254901961,0.7444287678090976,0.0,0.0,32,1.4650735294117647,0.34756158708116264,0.0,0.0,32,1.9145220588235294,0.5902035086823016,0.0,0.0,32,2.759191176470588,0.5812755976814034,0.0,0.0
claude-haiku-4-5,GRPO_LA5,2,96,2.1416666666666666,0.7239909759691546,0.0,0.0,32,1.5731617647058822,0.367106433624721,0.0,0.0,32,2.037316176470588,0.6046617453288177,0.0,0.0,32,2.8145220588235293,0.5419596353975707,0.0,0.0
claude-haiku-4-5,GRPO_LA5,3,96,2.585906862745098,0.6749337660384322,0.0,0.0,32,1.8409926470588234,0.3629248437087863,0.0,0.0,32,2.725919117647059,0.3401143559779784,0.0,0.0,32,3.190808823529412,0.421735970640163,0.0,0.0
claude-haiku-4-5,GRPO_LA5,4,96,2.7835171568627453,0.6025959865409031,0.0,0.0,32,2.119669117647059,0.3311070816013302,0.0,0.0,32,2.9338235294117645,0.3394512422820363,0.0,0.0,32,3.2970588235294116,0.3707704139422326,0.0,0.0
claude-haiku-4-5,GRPO_LA5,5,96,2.7976715686274507,0.7735273418925639,0.0,0.0,32,1.8909926470588232,0.450096997830678,0.0,0.0,32,3.0498161764705882,0.4440802210376196,0.0,0.0,32,3.452205882352941,0.27819820349639085,0.0,0.0
claude-haiku-4-5,PTO_LA0,0,96,1.8297181372549016,0.6911419501512758,0.0,0.0,32,1.3097426470588234,0.3197506052346744,0.0,0.0,32,1.7946691176470588,0.5209707840358738,0.0,0.0,32,2.3847426470588236,0.7013164464523245,0.0,0.0
claude-haiku-4-5,PTO_LA0,1,96,2.0715686274509806,0.7701727268996229,0.0,0.0,32,1.4645220588235295,0.36026086087460485,0.0,0.0,32,1.853125,0.5175014552317538,0.0,0.0,32,2.8970588235294117,0.5358224554473063,0.0,0.0
claude-haiku-4-5,PTO_LA0,2,96,2.199203431372549,0.7657281187486905,0.0,0.0,32,1.5604779411764707,0.5124877319062303,0.0,0.0,32,2.0698529411764706,0.5120116527792716,0.0,0.0,32,2.9672794117647054,0.4739984064744608,0.0,0.0
claude-haiku-4-5,PTO_LA0,3,96,2.480208333333333,0.6957529771947074,0.0,0.0,32,1.8876838235294116,0.4568471992791778,0.0,0.0,32,2.463051470588235,0.4592471998479074,0.0,0.0,32,3.089889705882353,0.5633943387003125,0.0,0.0
claude-haiku-4-5,PTO_LA0,4,96,2.6804534313725497,0.6672954269898482,0.0,0.0,32,2.0066176470588237,0.4107326453416197,0.0,0.0,32,2.742463235294118,0.42632886312235274,0.0,0.0,32,3.2922794117647056,0.39375478920472096,0.0,0.0
claude-haiku-4-5,PTO_LA0,5,96,2.751960784313725,0.6955972406183271,0.0,0.0,32,2.0384191176470585,0.39479249022236357,0.0,0.0,32,2.8566176470588234,0.541981807347331,0.0,0.0,32,3.360845588235294,0.3370542348952984,0.0,0.0
claude-haiku-4-5,PTO_LA0,6,96,2.8495710784313726,0.7037360273092932,0.0,0.0,32,2.106066176470588,0.36412846613276106,0.0,0.0,32,3.020772058823529,0.5184743784977339,0.0,0.0,32,3.421875,0.4210639667593708,0.0,0.0
claude-haiku-4-5,PTO_LA0,7,96,2.813235294117647,0.718235560356254,0.0,0.0,32,2.155514705882353,0.3669756677932695,0.0,0.0,32,2.8261029411764707,0.554805161943913,0.0,0.0,32,3.4580882352941176,0.5122666517027061,0.0,0.0
claude-haiku-4-5,PTO_LA0,8,96,2.8954656862745103,0.7215043669786306,0.0,0.0,32,2.1882352941176473,0.34293533410160104,0.0,0.0,32,2.976102941176471,0.5108706393354974,0.0,0.0,32,3.5220588235294117,0.5370210066265655,0.0,0.0
claude-haiku-4-5,PTO_LA0,9,96,2.9210784313725493,0.7102074239816235,0.0,0.0,32,2.1365808823529413,0.2951206214659038,0.0,0.0,32,2.992647058823529,0.5101098678135559,0.0,0.0,32,3.6340073529411763,0.18214614199678508,0.0,0.0
claude-haiku-4-5,PTO_LA0,10,96,2.866053921568627,0.6684052672495591,0.0,0.0,32,2.2121323529411763,0.24818545638543302,0.0,0.0,32,2.719669117647059,0.38157301677140076,0.0,0.0,32,3.666360294117647,0.19299736752341395,0.0,0.0
claude-haiku-4-5,PTO_LA5,0,96,1.833700980392157,0.6564056023665453,0.0,0.0,32,1.4137867647058824,0.41982782968068527,0.0,0.0,32,1.7753676470588236,0.5403951076932476,0.0,0.0,32,2.311948529411765,0.6561199004394326,0.0,0.0
claude-haiku-4-5,PTO_LA5,1,96,2.011519607843137,0.7818697344654292,0.0,0.0,32,1.5095588235294117,0.44557015199934336,0.0,0.0,32,1.7987132352941178,0.6549846382788627,0.0,0.0,32,2.726286764705882,0.6416002018459922,0.0,0.0
claude-haiku-4-5,PTO_LA5,2,96,2.063112745098039,0.6944903649399866,0.0,0.0,32,1.4759191176470587,0.35312885388027265,0.0,0.0,32,1.9983455882352938,0.5733899686953625,0.0,0.0,32,2.715073529411765,0.4749511639143365,0.0,0.0
claude-haiku-4-5,PTO_LA5,3,96,2.3499387254901962,0.7420830834262837,0.0,0.0,32,1.6893382352941175,0.45192704798756733,0.0,0.0,32,2.3731617647058822,0.5347212930647486,0.0,0.0,32,2.9873161764705882,0.5718771205016261,0.0,0.0
claude-haiku-4-5,PTO_LA5,4,96,2.557352941176471,0.7324952303117269,0.0,0.0,32,1.7943014705882352,0.43364600136960896,0.0,0.0,32,2.6417279411764705,0.41972346275622835,0.0,0.0,32,3.2360294117647057,0.4429546706744966,0.0,0.0
claude-haiku-4-5,PTO_LA5,5,96,2.578799019607843,0.6740929972241929,0.0,0.0,32,1.8766544117647057,0.39000369022670206,0.0,0.0,32,2.6452205882352944,0.3580167540841261,0.0,0.0,32,3.2145220588235297,0.4261409689347189,0.0,0.0
claude-haiku-4-5,PTO_LA5,6,96,2.5067401960784315,0.770944298503078,0.0,0.0,32,1.7886029411764706,0.4368681155893315,0.0,0.0,32,2.6044117647058824,0.5865383492854478,0.0,0.0,32,3.127205882352941,0.5890066100604845,0.0,0.0
claude-haiku-4-5,PTO_LA5,7,96,2.7352941176470593,0.7187673334911965,0.0,0.0,32,2.009375,0.474372496319064,0.0,0.0,32,2.7786764705882354,0.46988740508430216,0.0,0.0,32,3.4178308823529413,0.33256985876811623,0.0,0.0
claude-haiku-4-5,PTO_LA5,8,96,2.7096813725490194,0.736327436985474,0.0,0.0,32,1.9295955882352942,0.32875539233899026,0.0,0.0,32,2.884375,0.4905892122155918,0.0,0.0,32,3.315073529411765,0.5241823476698367,0.0,0.0
claude-haiku-4-5,PTO_LA5,9,96,2.733639705882353,0.7101207651468144,0.0,0.0,32,2.096139705882353,0.5471141335713025,0.0,0.0,32,2.894485294117647,0.45325757819488555,0.0,0.0,32,3.210294117647059,0.5998511554038694,0.0,0.0
claude-haiku-4-5,PTO_LA5,10,96,2.666973039215686,0.6551569631475433,0.0,0.0,32,2.1134191176470587,0.4228996856900155,0.0,0.0,32,2.7920955882352945,0.4116904497289626,0.0,0.0,32,3.095404411764706,0.6671651612061803,0.0,0.0
gpt-4o-mini,GRPO_LA0,0,96,3.0667892156862746,1.2118551708594192,0.11458333333333333,0.0,32,1.7808823529411766,0.4727110563848076,0.0,0.0,32,3.0476102941176473,0.7783175655108117,0.0,0.0,32,4.371874999999999,0.45367798907357226,0.34375,0.0
gpt-4o-mini,GRPO_LA0,1,96,3.268995098039216,1.146551599901977,0.14583333333333334,0.0,32,2.4047794117647063,0.7463636405968014,0.0,0.0,32,2.875,0.9344852277696772,0.0,0.0,32,4.527205882352941,0.18129859852830907,0.4375,0.0
gpt-4o-mini,GRPO_LA0,2,96,3.359375,1.1670452405222367,0.21875,0.0,32,2.2625,0.6063744984493362,0.0,0.0,32,3.2341911764705884,0.9757186440869092,0.0,0.0,32,4.581433823529412,0.233265014461578,0.65625,0.0
gpt-4o-mini,GRPO_LA0,3,96,3.9934436274509806,0.7788465710731384,0.3020833333333333,0.0,32,3.0689338235294117,0.5478799297304984,0.0,0.0,32,4.171875,0.22786533903996112,0.0,0.0,32,4.73952205882353,0.13077797364405586,0.90625,0.0
gpt-4o-mini,GRPO_LA0,4,96,4.004411764705883,0.7271466878085653,0.23958333333333334,0.0,32,3.1917279411764703,0.5548130521914729,0.0,0.0,32,4.1375,0.29588369215144283,0.0,0.0,32,4.684007352941177,0.21950453281499915,0.71875,0.0
gpt-4o-mini,GRPO_LA0,5,96,3.9717524509803925,0.8158990245156251,0.3020833333333333,0.0,32,3.0626838235294116,0.6107413886504608,0.0,0.0,32,4.085845588235294,0.3213671382354948,0.03125,0.0,32,4.7667279411764705,0.21181535012692462,0.875,0.0
gpt-4o-mini,GRPO_LA0,6,96,3.9655637254901968,0.7264149859854647,0.25,0.0,32,3.2097426470588237,0.5226248701881373,0.0,0.0,32,4.120404411764706,0.3002175212264351,0.125,0.0,32,4.566544117647059,0.5162769462750113,0.625,0.0
gpt-4o-mini,GRPO_LA0,7,96,4.074019607843137,0.7492652464372056,0.2916666666666667,0.010416666666666666,32,3.2909926470588236,0.6617564568324156,0.0,0.0,32,4.169117647058824,0.26011837568995716,0.03125,0.0,32,4.7619485294117645,0.2899553078209497,0.84375,0.03125
gpt-4o-mini,GRPO_LA0,8,96,4.082291666666667,0.8011430982769011,0.3541666666666667,0.052083333333333336,32,3.295588235294118,0.5969337882368428,0.0,0.0,32,4.03125,0.4928180195587724,0.0625,0.0,32,4.920036764705882,0.041077663370127845,1.0,0.15625
gpt-4o-mini,GRPO_LA0,9,96,3.807475490196079,0.7414985192350712,0.22916666666666666,0.0,32,3.208823529411765,0.4748525951953363,0.0,0.0,32,3.6170955882352938,0.480071336773569,0.03125,0.0,32,4.5965073529411775,0.4230438376458792,0.65625,0.0
gpt-4o-mini,GRPO_LA0,10,96,3.7525735294117646,1.0062470370726844,0.3125,0.0625,32,2.845220588235294,0.5829581841323825,0.0,0.0,32,3.675919117647059,0.7110286145844603,0.03125,0.0,32,4.736580882352941,0.6341171442915351,0.90625,0.1875
gpt-4o-mini,GRPO_LA5,0,96,2.9631740196078433,1.2447765917140738,0.13541666666666666,0.0,32,1.8876838235294118,0.5279240310018183,0.0,0.0,32,2.6299632352941176,0.9374658344780927,0.0,0.0,32,4.371875,0.4834987417961403,0.40625,0.0
gpt-4o-mini,GRPO_LA5,1,96,3.2715073529411764,1.1870930131971227,0.17708333333333334,0.0,32,2.252757352941176,0.7126000467295458,0.0,0.0,32,3.0308823529411764,0.9766557516309845,0.0,0.0,32,4.530882352941177,0.29756237029361776,0.53125,0.0
gpt-4o-mini,GRPO_LA5,2,96,3.435110294117647,1.045790254288261,0.19791666666666666,0.0,32,2.5549632352941174,0.5920438554040843,0.0,0.0,32,3.1911764705882355,0.8357349773333833,0.0,0.0,32,4.559191176470588,0.3704509775632157,0.59375,0.0
gpt-4o-mini,GRPO_LA5,3,96,3.861764705882353,0.8550351152208839,0.2708333333333333,0.0,32,2.8834558823529415,0.569197502107879,0.0,0.0,32,3.992830882352941,0.35893622635320854,0.0,0.0,32,4.7090073529411764,0.20231379732046492,0.8125,0.0
gpt-4o-mini,GRPO_LA5,4,96,4.119852941176471,0.6679826900135306,0.3333333333333333,0.0,32,3.3597426470588236,0.5410384886694074,0.0,0.0,32,4.247426470588236,0.19677576033367153,0.0,0.0,32,4.7523897058823525,0.09864988103849653,1.0,0.0
gpt-4o-mini,GRPO_LA5,5,96,4.041544117647059,0.8720362038217306,0.3333333333333333,0.0,32,3.0378676470588237,0.7686381709194494,0.0,0.0,32,4.289889705882353,0.19080453895004182,0.0,0.0,32,4.796875,0.10361244271574231,1.0,0.0
gpt-4o-mini,PTO_LA0,0,96,3.000367647058823,1.2342563272994729,0.17708333333333334,0.0,32,1.9268382352941176,0.5897247509130773,0.0,0.0,32,2.8431985294117648,0.8871767060813602,0.0,0.0,32,4.231066176470589,0.8688919244732215,0.53125,0.0
gpt-4o-mini,PTO_LA0,1,96,3.263541666666667,1.141869700964367,0.16666666666666666,0.0,32,2.248529411764706,0.7490456032658157,0.0,0.0,32,3.0086397058823526,0.7619509335127324,0.0,0.0,32,4.533455882352941,0.2425330362883789,0.5,0.0
gpt-4o-mini,PTO_LA0,2,96,3.4662990196078436,1.0816993851179093,0.20833333333333334,0.0,32,2.436029411764706,0.6146003286802253,0.0,0.0,32,3.347242647058824,0.8219441021742333,0.0,0.0,32,4.615625,0.24185635356230592,0.625,0.0
gpt-4o-mini,PTO_LA0,3,96,3.814889705882353,0.8660916227819063,0.25,0.0,32,2.9637867647058824,0.6739307313032494,0.0,0.0,32,3.856066176470588,0.5913692311321737,0.0,0.0,32,4.624816176470588,0.2611578979284513,0.75,0.0
gpt-4o-mini,PTO_LA0,4,96,4.0075980392156865,0.7158796266800633,0.2916666666666667,0.0,32,3.254779411764706,0.5281334715047229,0.0,0.0,32,4.0193014705882355,0.334810178322624,0.0,0.0,32,4.748713235294118,0.16541750832176635,0.875,0.0
gpt-4o-mini,PTO_LA0,5,96,4.014460784313726,0.7929239585578939,0.3229166666666667,0.0,32,3.179595588235294,0.6332685826997735,0.0,0.0,32,4.074632352941176,0.40702733614822056,0.03125,0.0,32,4.789154411764706,0.13159372695617322,0.9375,0.0
gpt-4o-mini,PTO_LA0,6,96,4.15392156862745,0.6661269593431107,0.3229166666666667,0.0,32,3.509191176470588,0.5693318147252965,0.0,0.0,32,4.161029411764705,0.40266926655719976,0.03125,0.0,32,4.791544117647058,0.15718060576432674,0.9375,0.0
gpt-4o-mini,PTO_LA0,7,96,4.129044117647059,0.6866279091553391,0.3645833333333333,0.010416666666666666,32,3.5354779411764707,0.48212260056511236,0.0,0.0,32,4.035661764705882,0.5206119539188785,0.125,0.0,32,4.815992647058824,0.28548716790476864,0.96875,0.03125
gpt-4o-mini,PTO_LA0,8,96,4.220649509803922,0.6400333461944613,0.3854166666666667,0.010416666666666666,32,3.5575367647058824,0.5031228172167828,0.0,0.0,32,4.244301470588235,0.33556194361733205,0.1875,0.0,32,4.860110294117647,0.11419737795511219,0.96875,0.03125
gpt-4o-mini,PTO_LA0,9,96,4.238419117647059,0.6256258658358955,0.4166666666666667,0.010416666666666666,32,3.529963235294118,0.4430721054959355,0.0,0.0,32,4.3196691176470585,0.2482109639191353,0.28125,0.0,32,4.865625,0.10277008688279426,0.96875,0.03125
gpt-4o-mini,PTO_LA0,10,96,4.2597426470588236,0.6006687999168839,0.40625,0.03125,32,3.66452205882353,0.36463390479976404,0.0,0.0,32,4.210294117647059,0.416167837728367,0.21875,0.0,32,4.904411764705882,0.04783515243246884,1.0,0.09375
gpt-4o-mini,PTO_LA5,0,96,3.0032475490196084,1.19068712795265,0.10416666666666667,0.0,32,2.070404411764706,0.7347504394189667,0.0,0.0,32,2.8143382352941178,0.8828549331036545,0.0,0.0,32,4.125,0.889583279146416,0.3125,0.0
gpt-4o-mini,PTO_LA5,1,96,3.180759803921569,1.1953809843763348,0.15625,0.0,32,2.272794117647059,0.8248143269604059,0.0,0.0,32,2.8299632352941178,0.9483754085591698,0.0,0.0,32,4.439522058823529,0.43086425961454894,0.46875,0.0
gpt-4o-mini,PTO_LA5,2,96,3.3080269607843142,1.1694151035551898,0.22916666666666666,0.0,32,2.2628676470588234,0.72565667055928,0.0,0.0,32,3.101838235294118,0.8625914039254797,0.0,0.0,32,4.559375,0.3637539126582913,0.6875,0.0
gpt-4o-mini,PTO_LA5,3,96,3.674203431372549,1.012806853943959,0.2604166666666667,0.0,32,2.718933823529412,0.7127085096626161,0.0,0.0,32,3.6568014705882352,0.81481648578929,0.0,0.0,32,4.646875,0.22964025197843632,0.78125,0.0
gpt-4o-mini,PTO_LA5,4,96,3.8879901960784315,0.8981872987989026,0.3020833333333333,0.0,32,2.872610294117647,0.7106835601124675,0.0,0.0,32,4.068198529411765,0.3400848182648597,0.0,0.0,32,4.723161764705882,0.18371552804541327,0.90625,0.0
gpt-4o-mini,PTO_LA5,5,96,4.016544117647059,0.8169357052166591,0.3125,0.0,32,3.095404411764706,0.6822608954062974,0.0,0.0,32,4.19889705882353,0.26418222502422856,0.03125,0.0,32,4.755330882352942,0.19060334102177143,0.90625,0.0
gpt-4o-mini,PTO_LA5,6,96,3.8971200980392156,0.9532182430956914,0.2916666666666667,0.0,32,2.9854779411764705,0.7592609897329067,0.0,0.0,32,3.962683823529412,0.7520001374093559,0.0,0.0,32,4.743198529411766,0.20306617922323783,0.875,0.0
gpt-4o-mini,PTO_LA5,7,96,4.085416666666667,0.808797907465456,0.34375,0.010416666666666666,32,3.2512867647058825,0.7250777687100405,0.0,0.0,32,4.164338235294118,0.39599213665932204,0.03125,0.0,32,4.840624999999999,0.09345544286619781,1.0,0.03125
gpt-4o-mini,PTO_LA5,8,96,4.1438725490196076,0.7727280651433016,0.3854166666666667,0.0,32,3.295220588235294,0.6673352932152704,0.0,0.0,32,4.291544117647058,0.32396878049179495,0.15625,0.0,32,4.844852941176471,0.07987251254947882,1.0,0.0
gpt-4o-mini,PTO_LA5,9,96,4.19718137254902,0.7868279007827129,0.3958333333333333,0.010416666666666666,32,3.3795955882352944,0.7914770693317933,0.0,0.0,32,4.356433823529413,0.2798866806832482,0.21875,0.0,32,4.855514705882353,0.16997493298574748,0.96875,0.03125
gpt-4o-mini,PTO_LA5,10,96,4.306740196078432,0.6578619581465753,0.3854166666666667,0.041666666666666664,32,3.706433823529412,0.707402473540615,0.0,0.0,32,4.352389705882353,0.33147011890276884,0.21875,0.0,32,4.861397058823529,0.15577535621162109,0.9375,0.125
