judge,K,iteration,metric,contrast,n,delta,dz,ci_lo,ci_hi,p,p_holm,p_holm_rubrics,favours
claude-haiku-4-5,0,9,Q2,PTO_LA0_I9 − GRPO_LA0_I9,96,0.8106617647058824,1.0273016821175291,0.6593137254901963,0.9638480392156864,4.059801897121902e-13,4.4657820868340925e-12,3.2478415176975216e-12,PTO
claude-haiku-4-5,0,10,Q2,PTO_LA0_I10 − GRPO_LA0_I10,96,0.44485294117647056,0.9309072390825961,0.349249387254902,0.5386182598039215,3.375554225241858e-12,3.375554225241858e-11,2.3628879576693006e-11,PTO
claude-haiku-4-5,0,0,WAI-SR,PTO_LA0_Base − GRPO_LA0_Base,96,-0.10503472222222221,-0.13524962815546296,-0.2560980902777778,0.04950086805555545,0.43248248632440556,1.0,1.0,GRPO
claude-haiku-4-5,0,1,WAI-SR,PTO_LA0_I1 − GRPO_LA0_I1,96,-0.032118055555555546,-0.04826950477280088,-0.15887586805555554,0.09550781249999989,0.5005903112726879,1.0,1.0,GRPO
claude-haiku-4-5,0,2,WAI-SR,PTO_LA0_I2 − GRPO_LA0_I2,96,0.014756944444444453,0.019416514192525318,-0.13194444444444442,0.16319444444444445,0.767354952701836,1.0,1.0,PTO
claude-haiku-4-5,0,3,WAI-SR,PTO_LA0_I3 − GRPO_LA0_I3,96,-0.2552083333333333,-0.45735372053041384,-0.3697916666666667,-0.14930555555555555,5.4312731357837773e-05,0.00048881458222054,0.00048881458222054,GRPO
claude-haiku-4-5,0,4,WAI-SR,PTO_LA0_I4 − GRPO_LA0_I4,96,-0.023437499999999983,-0.036272944178254087,-0.15624999999999997,0.11026475694444435,0.7119927770215486,1.0,1.0,GRPO
claude-haiku-4-5,0,5,WAI-SR,PTO_LA0_I5 − GRPO_LA0_I5,96,0.09027777777777779,0.15703289805784862,-0.027777777777777752,0.20577256944444425,0.10789692341348556,0.7552784638943989,0.23294881539925494,PTO
claude-haiku-4-5,0,6,WAI-SR,PTO_LA0_I6 − GRPO_LA0_I6,96,0.14756944444444448,0.21569950732107213,0.006076388888888909,0.2786458333333333,0.08100903801489368,0.6480723041191494,0.16201807602978735,PTO
claude-haiku-4-5,0,7,WAI-SR,PTO_LA0_I7 − GRPO_LA0_I7,96,0.058159722222222175,0.09909498830977562,-0.06338975694444449,0.17105034722222187,0.22215102915973084,1.0,0.6664530874791925,PTO
claude-haiku-4-5,0,8,WAI-SR,PTO_LA0_I8 − GRPO_LA0_I8,96,-0.012152777777777785,-0.0223078552102588,-0.11634114583333337,0.09726562499999974,0.7974362903942128,1.0,1.0,GRPO
claude-haiku-4-5,0,9,WAI-SR,PTO_LA0_I9 − GRPO_LA0_I9,96,0.6076388888888888,0.8749594764995056,0.46875,0.7395833333333334,5.498096092175804e-11,6.047905701393385e-10,1.649428827652741e-10,PTO
