metric,iteration,n,mean_K0,mean_K5,se_K0,se_K5,mean_delta,dz,ci_lo,ci_hi,p,p_holm,sig,lower_better
Q1Q2,0,96,3.000367647058823,3.003247549019608,0.125970758903554,0.1215239961159991,-0.0028799019607843542,-0.0027523085461844663,-0.20014093137254907,0.20382506127450958,0.9652731248279893,1.0,,False
Q1Q2,1,96,3.2635416666666663,3.180759803921569,0.11654158833779633,0.12200306083116212,0.08278186274509802,0.09312357425878956,-0.09437959558823525,0.2578477328431372,0.34801212031071116,1.0,,False
Q1Q2,2,96,3.466299019607843,3.3080269607843142,0.11040048119254958,0.1193529292172569,0.1582720588235295,0.18299573147378675,-0.010332414215686153,0.3269270833333329,0.06187746549109181,0.6187746549109181,,False
Q1Q2,3,96,3.814889705882353,3.674203431372549,0.08839510609644655,0.10336916667317617,0.1406862745098039,0.20225705845035605,0.00579350490196072,0.2804136029411763,0.16475111799075615,1.0,,False
Q1Q2,4,96,4.0075980392156865,3.8879901960784315,0.07306415844251109,0.09167085731275174,0.11960784313725491,0.20072981306197937,0.009226409313725484,0.23984374999999994,0.28137692050063545,1.0,,False
Q1Q2,5,96,4.014460784313726,4.016544117647059,0.0809274626372748,0.08337815126839786,-0.0020833333333333073,-0.004299810144596841,-0.09455882352941176,0.09657015931372552,0.9611750085424187,1.0,,False
Q1Q2,6,96,4.15392156862745,3.8971200980392156,0.06798629809592904,0.09728742954569576,0.25680147058823527,0.4166114232272185,0.14093137254901958,0.3878507965686271,5.599129426814168e-05,0.0006159042369495585,***,False
Q1Q2,7,96,4.12904411764706,4.085416666666666,0.07007866752436097,0.08254759076338053,0.04362745098039217,0.07238152908473496,-0.07910845588235298,0.1596200980392157,0.7095127127857475,1.0,,False
Q1Q2,8,96,4.2206495098039225,4.1438725490196076,0.06532312985593866,0.07886622789705038,0.07677696078431374,0.16562575709306843,-0.017464767156862737,0.1714460784313725,0.06953132637984479,0.6257819374186031,,False
Q1Q2,9,96,4.23841911764706,4.197181372549021,0.06385267254936962,0.08030528634595314,0.041237745098039236,0.07694419733473701,-0.06219669117647061,0.15251838235294113,0.8469587971738647,1.0,,False
Q1Q2,10,96,4.259742647058824,4.306740196078432,0.06130550267526202,0.0671427549436372,-0.04699754901960781,-0.09566621301885612,-0.14235600490196068,0.05424479166666657,0.08690946083826036,0.6952756867060829,,False
Q1,0,96,2.922916666666666,2.9458333333333333,0.13502338301934338,0.12816105433380776,-0.022916666666666693,-0.021737155509731654,-0.23124999999999998,0.19166666666666665,0.5180523277537671,1.0,,False
Q1,1,96,3.172916666666667,3.1041666666666665,0.12891653057977145,0.13061860801675207,0.06874999999999996,0.07603583804082185,-0.10838541666666672,0.24583333333333332,0.5270487471922681,1.0,,False
Q1,2,96,3.40625,3.2625000000000006,0.12671466513252966,0.1291779847899245,0.14375000000000002,0.1551271406018505,-0.04380208333333331,0.325,0.08170182684037146,0.8170182684037146,,False
Q1,3,96,3.702083333333333,3.6020833333333333,0.10760530507965929,0.1172227895208135,0.10000000000000002,0.13224581031028718,-0.04796874999999999,0.25,0.273362858942782,1.0,,False
Q1,4,96,3.9,3.8354166666666667,0.09463688684058238,0.10894207344041637,0.06458333333333333,0.10100548957266688,-0.05416666666666666,0.1896354166666664,0.6247220013456081,1.0,,False
Q1,5,96,3.922916666666666,3.9791666666666665,0.10166895848725432,0.09613035588011432,-0.056250000000000015,-0.10675243849216075,-0.15421875000000002,0.04583333333333334,0.4149437164552562,1.0,,False
Q1,6,96,4.04375,3.8708333333333336,0.0901365010181196,0.11022223032800386,0.1729166666666666,0.2709577836977036,0.05203124999999993,0.31249999999999994,0.03801613138465255,0.418177445231178,,False
Q1,7,96,3.975,4.0249999999999995,0.09483364936894279,0.09815178006447242,-0.050000000000000024,-0.06742643884587447,-0.20005208333333344,0.09166666666666662,0.444679127769961,1.0,,False
Q1,8,96,4.1000000000000005,4.091666666666666,0.08939366907211853,0.09527967450757276,0.008333333333333337,0.01499173315488764,-0.1041666666666667,0.11880208333333306,0.7342000710488102,1.0,,False
Q1,9,96,4.120833333333333,4.133333333333333,0.08305985828593458,0.09466777859490297,-0.012500000000000002,-0.020516339240023093,-0.1313020833333334,0.11458333333333336,0.684898231448307,1.0,,False
Q1,10,96,4.139583333333333,4.2250000000000005,0.07920215040423444,0.08357421326466088,-0.0854166666666667,-0.1387958104599394,-0.2083333333333334,0.04374999999999998,0.09367262609390796,0.8430536348451716,,False
Q2,0,96,3.0778186274509807,3.0606617647058822,0.12026718189147091,0.11871117414917058,0.017156862745098037,0.015546389221737561,-0.196078431372549,0.23285845588235282,0.806047467206232,0.9132671131078638,,False
Q2,1,96,3.3541666666666665,3.2573529411764706,0.10901643560563551,0.11750911029984105,0.09681372549019611,0.10320899345558199,-0.08765318627450981,0.27879901960784315,0.22372935674072036,0.8949174269628815,,False
Q2,2,96,3.526348039215686,3.3535539215686274,0.09718683817757301,0.1124716075103089,0.1727941176470588,0.20037201535977509,0.006096813725490181,0.34007352941176466,0.06638472239640236,0.3983083343784142,,False
