arm,train_iter,realized_turns,n,dev_mean,dev_lo,dev_hi,score_mean,p_chosen
GRPO_LA5,2,3,495,0.002101901366607267,-0.013161838978015435,0.016458890374331563,3.645074272133096,0.1111111111111111
GRPO_LA5,2,4,88,-0.07520053475935827,-0.11712692179144382,-0.030701244986631016,2.0832887700534757,0.056818181818181816
GRPO_LA5,2,5,7829,0.004613503339769934,-0.00020695819840262268,0.009299960835656273,3.128327560427671,0.12964618725252267
GRPO_LA5,3,0,324,-0.08360112563543938,-0.12692180691721133,-0.04860152278503996,3.006299927378359,0.05246913580246913
GRPO_LA5,3,1,1087,-0.015177363493695561,-0.023227599572487705,-0.006464534065696216,3.616039828995076,0.10487580496780129
GRPO_LA5,3,2,69,-0.05058610400682012,-0.09381047527706739,-0.01300431585677751,2.323955669224211,0.014492753623188406
GRPO_LA5,3,3,697,-0.010338425183559789,-0.02353508207443665,0.005611259388977963,3.703907502742848,0.12195121951219512
GRPO_LA5,3,4,86,-0.15013679890560877,-0.18927582079343366,-0.11136991279069772,2.188782489740082,0.023255813953488372
GRPO_LA5,3,5,12073,0.005565530279037813,0.0021452371845781283,0.008960035092890794,3.306598096871482,0.13029073138408018
GRPO_LA5,4,0,177,-0.04977567298105687,-0.06877232884679299,-0.030432348786972468,3.666400797607179,0.10734463276836158
GRPO_LA5,4,1,1464,-0.008162066055930565,-0.014607943587270968,-0.0021255851213436137,4.023055287688846,0.09289617486338798
GRPO_LA5,4,2,16,-0.06341911764705885,-0.11857306985294118,-0.012357536764705926,3.0154411764705884,0.0625
GRPO_LA5,4,3,1090,0.006745143011332989,-0.000957788046411209,0.01443726389638426,4.033130059363194,0.13027522935779817
GRPO_LA5,4,4,26,-0.04281674208144793,-0.09163673642533933,0.00999151583710408,2.737330316742082,0.038461538461538464
GRPO_LA5,4,5,10795,0.0014391194180312205,-0.0019478959485600678,0.004947315273955804,3.5415949649892378,0.12941176470588237
GRPO_LA5,5,0,167,-0.03745156745332873,-0.05765201215216633,-0.01717627245508992,3.9339908418457203,0.059880239520958084
GRPO_LA5,5,1,1667,-0.0140323405907054,-0.01873868608631217,-0.00943360960160909,4.186153357563782,0.09538092381523695
GRPO_LA5,5,2,9,-0.14035947712418295,-0.3271098856209151,-0.015191993464052256,3.8934640522875816,0.0
GRPO_LA5,5,3,980,0.0017609543817527285,-0.004876894507803091,0.008815426170468205,4.2077130852340945,0.12959183673469388
GRPO_LA5,5,4,11,0.04498663101604268,-0.09777573529411773,0.2370504679144384,3.585026737967914,0.2727272727272727
GRPO_LA5,5,5,8430,0.0034031993580350317,0.0002330851824715671,0.00656591916125881,3.8983539180796876,0.13155397390272836
GRPO_LA5,pooled,0,1205,-0.07069380034171345,-0.0922416249694899,-0.05221785757871615,3.0852916768367096,0.06887966804979254
GRPO_LA5,pooled,1,5345,-0.009435013481538551,-0.01326519768337644,-0.005573453750068796,3.8748847190887576,0.10215154349859681
GRPO_LA5,pooled,2,255,-0.07061418685121107,-0.093300100922722,-0.05028899942329872,2.307035755478662,0.03529411764705882
GRPO_LA5,pooled,3,3607,-0.001132601640600776,-0.00639153443467765,0.00378436944503336,3.906696130073876,0.12309398392015525
GRPO_LA5,pooled,4,266,-0.11036045997346308,-0.13423989661654137,-0.08627529301194165,2.271052631578947,0.04887218045112782
GRPO_LA5,pooled,5,44874,0.004168649342341562,0.0024771021441736198,0.005753443792947047,3.3725655364432177,0.1303427374426171
