judge,budget_gpu_h,select_metric,eval_metric,best_iter_a,best_iter_b,model_a,model_b,cum_gpu_h_a,cum_gpu_h_b,mean_a,mean_b,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm,n_unique_pairs,delta_K0_minus_K5,dz_K0_minus_K5
claude-haiku-4-5,2.17,Q1Q2,MICI,1,2,PTOExp3_LA5_I1,PTOExp3_LA0_I2,2.17,1.93,0.3968014312727388,0.3458378583383421,96,0.05096357293439674,0.1263864800870628,-0.027112600263963362,0.13178294904706703,0.41437152101125363,0.8287430420225073,6,-0.05096357293439674,-0.1263864800870628
claude-haiku-4-5,4.64,Q1Q2,MICI,2,4,PTOExp3_LA5_I2,PTOExp3_LA0_I4,4.64,3.9,0.4078482951552804,0.38939072297528177,96,0.018457572179998657,0.048187923114334966,-0.056380739590243985,0.09519538742006327,0.7432084138461181,0.8287430420225073,6,-0.018457572179998657,-0.048187923114334966
claude-haiku-4-5,7.25,Q1Q2,MICI,3,8,PTOExp3_LA5_I3,PTOExp3_LA0_I8,7.25,6.88,0.49708657147975405,0.6711806921792598,96,-0.17409412069950583,-0.4250656160565221,-0.2562647721316026,-0.0886892840013426,3.824042962044568e-05,0.00022944257772267407,6,0.17409412069950583,0.4250656160565221
claude-haiku-4-5,8.94,Q1Q2,MICI,4,9,PTOExp3_LA5_I4,PTOExp3_LA0_I9,8.94,7.49,0.5659474338853503,0.7465935007670205,96,-0.18064606688167018,-0.3721237512780625,-0.27822724352946027,-0.0862504675360752,0.00011065239650585671,0.00044260958602342684,6,0.18064606688167018,0.3721237512780625
claude-haiku-4-5,10.0,Q1Q2,MICI,5,9,PTOExp3_LA5_I5,PTOExp3_LA0_I9,10.0,7.49,0.6213956638432405,0.7465935007670205,96,-0.12519783692378003,-0.2713086543490711,-0.21645415546147,-0.033647959290702543,0.0025014954965044156,0.007504486489513247,6,0.12519783692378003,0.2713086543490711
claude-haiku-4-5,12.7,Q1Q2,MICI,5,9,PTOExp3_LA5_I5,PTOExp3_LA0_I9,10.0,7.49,0.6213956638432405,0.7465935007670205,96,-0.12519783692378003,-0.2713086543490711,-0.21645415546147,-0.033647959290702543,0.0025014954965044156,0.007504486489513247,6,0.12519783692378003,0.2713086543490711
claude-haiku-4-5,14.6,Q1Q2,MICI,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,14.6,7.49,0.5807729824015138,0.7465935007670205,96,-0.16582051836550676,-0.411068819649285,-0.2485484737461022,-0.08452183289567802,6.380182576622997e-05,0.00031900912883114983,6,0.16582051836550676,0.411068819649285
claude-haiku-4-5,16.17,Q1Q2,MICI,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,14.6,7.49,0.5807729824015138,0.7465935007670205,96,-0.16582051836550676,-0.411068819649285,-0.2485484737461022,-0.08452183289567802,6.380182576622997e-05,0.00031900912883114983,6,0.16582051836550676,0.411068819649285
claude-haiku-4-5,18.03,Q1Q2,MICI,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,14.6,7.49,0.5807729824015138,0.7465935007670205,96,-0.16582051836550676,-0.411068819649285,-0.2485484737461022,-0.08452183289567802,6.380182576622997e-05,0.00031900912883114983,6,0.16582051836550676,0.411068819649285
claude-haiku-4-5,19.68,Q1Q2,MICI,7,9,PTOExp3_LA5_I7,PTOExp3_LA0_I9,14.6,7.49,0.5807729824015138,0.7465935007670205,96,-0.16582051836550676,-0.411068819649285,-0.2485484737461022,-0.08452183289567802,6.380182576622997e-05,0.00031900912883114983,6,0.16582051836550676,0.411068819649285
