arm,method,K,train_iter,eval_iter,agreement,ci_lo,ci_hi,n_pairs,n_convs,n_bins,agr_12-20,lo_12-20,hi_12-20,pairs_12-20,agr_22-34,lo_22-34,hi_22-34,pairs_22-34,agr_36-50,lo_36-50,hi_36-50,pairs_36-50,agreement_heldout,ci_lo_heldout,ci_hi_heldout,n_pairs_heldout
PTO_LA5,PTO,5,5,4,0.8924129810876444,0.8607788002075336,0.9191845561572523,13589,85,11,0.8991918686994917,0.8712859702837148,0.9228178710024716,12003,0.8411097099621689,0.7440027850182107,0.9187087604571698,1586,,,,0,0.8088827101778006,0.7621446524059488,0.8505196084209794,13667
PTO_LA5,PTO,5,6,5,0.8875954668637596,0.8530719398388741,0.9171957052493778,16236,88,19,0.8997883425594269,0.8719827857221566,0.9239229366102649,12284,0.8529239766081871,0.7787828947742266,0.9132172938763526,3420,0.8289473684210527,0.6623559858480582,0.931390305151815,532,0.8539374459142045,0.8172568921616299,0.8870955986512951,16178
PTO_LA5,PTO,5,7,6,0.8667365711834517,0.8263273010684771,0.8996819176199081,20981,91,19,0.8799023028611305,0.846900461768819,0.907847657818473,14330,0.8377489847224908,0.777114156986161,0.8926458595124402,5171,0.8405405405405405,0.74288384751978,0.9190887524094712,1480,0.808189349112426,0.7610212005171129,0.8471953457886274,21125
PTO_LA5,PTO,5,8,7,0.8994482603310437,0.8659527608984491,0.9264830005702859,17762,87,19,0.9075997362347511,0.8778388751403025,0.9334188162175214,12132,0.8741345202769535,0.8153394392032427,0.9226788130519298,4044,0.9016393442622951,0.8501521139705882,0.9488322768600332,1586,0.8291269708618865,0.7791973371138552,0.8743542208368276,17949
PTO_LA5,PTO,5,9,8,0.8791680068617991,0.8290514795696696,0.9184891340240806,18654,92,19,0.9054577989859827,0.874848631166813,0.9309659772452202,13412,0.8301986754966887,0.7334316186127119,0.9036285820992538,3775,0.7648261758691206,0.6008617331497577,0.892999058229792,1467,0.8067643142476698,0.7557336414779136,0.8494698164418362,18775
PTO_LA5,PTO,5,10,9,0.8952172632818743,0.851001878678767,0.9319448585063485,23773,90,19,0.914569631112382,0.8813039447996496,0.9422668955120361,13988,0.8883113421298148,0.8357210469088922,0.9351509024708385,7503,0.7992988606485539,0.6675814130903555,0.9039093381525979,2282,0.7833333333333333,0.7192330549165921,0.8354468397542839,24300
GRPO_LA0,GRPO,0,1,0,0.8949562823834197,0.8682231011486983,0.9184034831974451,24704,89,20,0.8752733822205069,0.8415192975742903,0.9045344075154088,15546,0.91640625,0.882885340762783,0.9440070908673435,6400,0.9561276287164612,0.9165657686805286,0.9843110610519464,2758,0.7983749132334327,0.751235283613068,0.8459648304102648,24491
GRPO_LA0,GRPO,0,2,1,0.8868349864743011,0.8577647778424409,0.91062588754011,19962,87,20,0.8719792865362486,0.8364493320070004,0.8994275973185156,13904,0.9131971720345641,0.8821236637001019,0.9380097994593402,5092,0.9616977225672878,0.9213883696567591,0.9917541802352068,966,0.8383553360878766,0.8049811490455737,0.8677702369113484,19846
GRPO_LA0,GRPO,0,3,2,0.8998284847285442,0.8733027124442821,0.9212780342058122,30318,93,20,0.8839068474104971,0.8512724600121238,0.9099528299868803,17262,0.9165349664164362,0.8839763920909903,0.9433361692453948,10124,0.9358799454297408,0.8903134154396469,0.969751668108923,2932,0.8257769892897037,0.7902698124050237,0.8586408262908678,30438
GRPO_LA0,GRPO,0,4,3,0.9022764684626812,0.8805649627479951,0.9197636975342671,24907,93,20,0.8960419091967404,0.8738106074686564,0.9142504222079992,17180,0.9195964990357514,0.8891146077555317,0.9444716334576283,6741,0.8924949290060852,0.8105250032812705,0.9511113963869255,986,0.8062179053381633,0.7595382930178051,0.8473955305190068,25121
GRPO_LA0,GRPO,0,5,4,0.8979393328049571,0.8671117827996516,0.9199979802340043,27758,95,20,0.8965960931103053,0.8649068129913786,0.921294746530418,17098,0.8959489456159823,0.8556323645262399,0.9275401058984825,7208,0.9087485515643106,0.8605145477298503,0.9473005741571215,3452,0.7115629420084866,0.6679376179044095,0.7617194104690522,28280
GRPO_LA0,GRPO,0,6,5,0.8907486747512889,0.8613493837201992,0.9172879189257298,27542,94,20,0.8914303141201586,0.8597209656950003,0.9175207566364388,16395,0.8863366336633663,0.8455119009152607,0.9240701104149321,7575,0.896976483762598,0.8508174673553843,0.9378474837842252,3572,0.7187679494543366,0.6622108592700713,0.7724341194036038,27856
GRPO_LA0,GRPO,0,7,6,0.8475837639335738,0.801821915451338,0.8897057954184506,30771,95,20,0.8493542920586689,0.8072228320605099,0.8865385334726883,17113,0.8347026364193746,0.7657540820059632,0.8929691734474483,8155,0.8611666363801562,0.7868747829267752,0.9231763908926681,5503,0.6297908275951669,0.5697900071020068,0.695496342542659,30788
GRPO_LA0,GRPO,0,8,7,0.8360165205664194,0.7868533745802195,0.8802567899071008,23728,95,20,0.8388719714020919,0.787609341258975,0.883847631099578,15106,0.8154379878577623,0.7512329114038364,0.8711885632839786,5765,0.8624431221561079,0.7854037602247053,0.9212568524983306,2857,0.712395513924476,0.6425735911523891,0.785332780787456,23807
GRPO_LA0,GRPO,0,9,8,0.8794794080941344,0.842807141372349,0.915036557937709,16827,94,20,0.8877235342941221,0.8525279203205659,0.9182171338862257,13253,0.8368228647391159,0.7630308625164205,0.9041576532112404,3009,0.9132743362831859,0.8064907137768241,0.9815937859608745,565,0.8235569879871081,0.7745302189573393,0.8637457534211483,17065
GRPO_LA0,GRPO,0,10,9,0.8292844816142307,0.7901617991754843,0.8610129705079533,45198,96,20,0.8228164785678546,0.7824227610447596,0.8573249257817254,17987,0.822765679741705,0.7798473356156794,0.8568584549887874,14557,0.8459775565038723,0.7975177839422518,0.8827882696058119,12654,0.6985116426135466,0.6438213039731143,0.7465987134895724,44277
GRPO_LA5,GRPO,5,1,0,0.8797465733570748,0.8485197680471167,0.9084892360434437,24149,88,20,0.8634054194893174,0.8295021125646627,0.8945224314119121,15352,0.8997584541062802,0.8577238171783771,0.9331685048451898,6624,0.9341923607915325,0.893600430939136,0.9663104675745108,2173,0.8128447267257228,0.7746337421932901,0.847501707104326,23932
GRPO_LA5,GRPO,5,2,1,0.8991514221141955,0.8674259045148731,0.9248173872690458,23451,86,20,0.8837175688371757,0.8449128651528783,0.9138871923628086,13837,0.9075618171362853,0.8681627299400364,0.936074409625614,6956,0.9574868322046651,0.9102898900880999,0.9869368171536999,2658,0.8072749109938661,0.7494188486812083,0.8531126387107106,23313
GRPO_LA5,GRPO,5,3,2,0.8644567353176624,0.8205467578582015,0.9037683029638487,27482,91,20,0.8646028037383178,0.8204041057738717,0.9032717903946252,17120,0.8645846503982805,0.8082393797046221,0.9125431413981335,7909,0.8630248675091724,0.7796271022739203,0.9251528760166782,2453,0.7947401012639784,0.7557167583520864,0.8335648603028109,27453
GRPO_LA5,GRPO,5,4,3,0.9002896000586532,0.8763634563102026,0.9215385947270928,27279,94,20,0.8958887411347518,0.8717105335673325,0.9155210789490621,18048,0.901451591423625,0.8568534707408858,0.936681010396425,7509,0.9413472706155633,0.897148029887656,0.9790637332375862,1722,0.8305987019616422,0.7844134595299722,0.8668927855841596,27426
GRPO_LA5,GRPO,5,5,4,0.9087717698550196,0.8867957085147307,0.9278957493178638,21934,94,20,0.9090640335836339,0.8868478217389847,0.9284407610035151,16913,0.9137158225011206,0.8808465194213247,0.9378994617931476,4462,0.8604651162790697,0.7441669216646267,0.9585836385836386,559,0.8059977452085683,0.7477298670539555,0.8499757777111929,22175
